substrate,well,dioxazolone,OH,product,yield (%),predicted
A9-B20,W389,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC1=CC=CC=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,55,54.93113327
A10-B20,W390,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,48,57.22150803
A11-B20,W391,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,65,65.10588074
A12-B20,W392,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,70,69.8062439
A13-B20,W393,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,49,49.01705551
A14-B20,W394,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(OC4=CC=CC=C4O)C=CC=C3,52,51.88404083
A15-B20,W395,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC1=CC=CO1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,40,40.23076248
A16-B20,W396,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=C(OC3=CC=CC=C3O)C=CC=C2,70,69.81777954
A17-B20,W397,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(OC4=CC=CC=C4O)C=CC=C3,45,44.81697845
A18-B20,W398,O=C(O1)ON=C1CCCC,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCCCC)OC1=C(OC2=CC=CC=C2O)C=CC=C1,39,38.93530655
A19-B20,W399,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(OC4=CC=CC=C4O)C=CC=C3,25,26.6540184
A20-B20,W400,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(OC2=CC=CC=C2O)C=CC=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=C(OC5=CC=CC=C5O)C=CC=C4,0,3.25475359
A1-B21,W401,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(C=CC=N3)C3=CC=C2,33,38.32662964
A2-B21,W402,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC=CC=C1C)OC2=C(C=CC=N3)C3=CC=C2,31,30.60979652
A3-B21,W403,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(C=CC=N3)C3=CC=C2,35,35.31471252
A4-B21,W404,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(C=CC=N3)C3=CC=C2,42,42.13166428
A5-B21,W405,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(C=CC=N3)C3=CC=C2,51,50.89611816
A6-B21,W406,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(C=CC=N3)C3=CC=C2,25,31.72538567
A7-B21,W407,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(C=CC=N3)C3=CC=C2,37,31.22271919
A8-B21,W408,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(C=CC=N4)C4=CC=C3,43,43.03281021
A9-B21,W409,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1=CC=CC=C1)OC2=C(C=CC=N3)C3=CC=C2,16,16.60214996
A10-B21,W410,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(C=CC=N3)C3=CC=C2,31,30.92064476
A11-B21,W411,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(C=CC=N3)C3=CC=C2,30,30.14195442
A12-B21,W412,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(C=CC=N3)C3=CC=C2,40,40.24972534
A13-B21,W413,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(C=CC=N3)C3=CC=C2,25,25.0584774
A14-B21,W414,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(C=CC=N4)C4=CC=C3,28,29.25201988
A15-B21,W415,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1=CC=CO1)OC2=C(C=CC=N3)C3=CC=C2,37,36.66750717
A16-B21,W416,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=C(C=CC=N3)C3=CC=C2,44,43.81903839
A17-B21,W417,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(C=CC=N4)C4=CC=C3,25,25.304039
A18-B21,W418,O=C(O1)ON=C1CCCC,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCCCC)OC1=C(C=CC=N2)C2=CC=C1,28,27.96116257
A19-B21,W419,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(C=CC=N2)C2=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(C=CC=N4)C4=CC=C3,30,30.27886391
A20-B21,W420,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(C=CC=N2)C2=CC=C1,O=C(NCC1(CC2C3)CC3CC(C2)C1)OC4=C(C=CC=N5)C5=CC=C4,0,0
A1-B22,W421,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC=C(C)C=C1)OC2=C(C(C)C)C=CC=C2C(C)C,38,37.01359177
A2-B22,W422,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC=CC=C1C)OC2=C(C(C)C)C=CC=C2C(C)C,17,19.4404335
A3-B22,W423,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC=CC(C)=C1)OC2=C(C(C)C)C=CC=C2C(C)C,38,38.048172
A4-B22,W424,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC=C(OC)C=C1)OC2=C(C(C)C)C=CC=C2C(C)C,50,49.94253922
A5-B22,W425,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(C(C)C)C=CC=C2C(C)C,50,50.24597168
A6-B22,W426,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(C(C)C)C=CC=C2C(C)C,39,38.78829956
A7-B22,W427,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(C(C)C)C=CC=C2C(C)C,42,42.13345718
A8-B22,W428,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(C(C)C)C=CC=C3C(C)C,64,63.37270737
A9-B22,W429,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC1=CC=CC=C1)OC2=C(C(C)C)C=CC=C2C(C)C,36,35.49064255
A10-B22,W430,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC1=CC=C(F)C=C1)OC2=C(C(C)C)C=CC=C2C(C)C,42,41.91423798
A11-B22,W431,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(C(C)C)C=CC=C2C(C)C,27,27.40190506
A12-B22,W432,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC1=CC(Br)=CC=C1)OC2=C(C(C)C)C=CC=C2C(C)C,40,40.00891113
A13-B22,W433,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC1=C(I)C=CC=C1)OC2=C(C(C)C)C=CC=C2C(C)C,29,28.63765717
A14-B22,W434,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(C(C)C)C=CC=C3C(C)C,35,34.76003265
A15-B22,W435,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC1=CC=CO1)OC2=C(C(C)C)C=CC=C2C(C)C,34,33.57448196
A16-B22,W436,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCCC1=CC=CC=C1)OC2=C(C(C)C)C=CC=C2C(C)C,50,50.40977478
A17-B22,W437,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(C(C)C)C=CC=C3C(C)C,31,31.0119133
A18-B22,W438,O=C(O1)ON=C1CCCC,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCCCC)OC1=C(C(C)C)C=CC=C1C(C)C,26,25.95015335
A19-B22,W439,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(C(C)C)C=CC=C3C(C)C,18,17.80046654
A20-B22,W440,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(C(C)C)C=CC=C1C(C)C,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=C(C(C)C)C=CC=C4C(C)C,0,2.252183914
A1-B23,W441,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC=C(C)C=C1)OC2=C(C=CN3)C3=CC=C2,17,26.36147308
A2-B23,W442,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC=CC=C1C)OC2=C(C=CN3)C3=CC=C2,21,21.17919159
A3-B23,W443,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC=CC(C)=C1)OC2=C(C=CN3)C3=CC=C2,23,22.79689217
A4-B23,W444,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC=C(OC)C=C1)OC2=C(C=CN3)C3=CC=C2,27,26.9282589
A5-B23,W445,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=C(C=CN3)C3=CC=C2,16,16.48601913
A6-B23,W446,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=C(C=CN3)C3=CC=C2,19,19.01288223
A7-B23,W447,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=C(C=CN3)C3=CC=C2,10,10.27407074
A8-B23,W448,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=C(C=CN4)C4=CC=C3,41,40.45810318
A9-B23,W449,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NCC1=CC=CC=C1)OC2=C(C=CN3)C3=CC=C2,18,18.6506424
A10-B23,W450,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NCC1=CC=C(F)C=C1)OC2=C(C=CN3)C3=CC=C2,22,22.06669426
A11-B23,W451,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=C(C=CN2)C2=CC=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=C(C=CN3)C3=CC=C2,26,25.70970535
A12-B23,W452,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=C(C=CN3)C3=CC=C2,29,28.80899811
A13-B23,W453,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=C(C=CN2)C2=CC=C1,O=C(NCC1=C(I)C=CC=C1)OC2=C(C=CN3)C3=CC=C2,23,23.04930687
A14-B23,W454,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=C(C=CN4)C4=CC=C3,31,30.65587425
A15-B23,W455,O=C(O1)ON=C1CC2=CC=CO2,OC1=C(C=CN2)C2=CC=C1,O=C(NCC1=CC=CO1)OC2=C(C=CN3)C3=CC=C2,31,31.08514595
A16-B23,W456,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=C(C=CN2)C2=CC=C1,O=C(NCCC1=CC=CC=C1)OC2=C(C=CN3)C3=CC=C2,24,23.85953331
A17-B23,W457,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=C(C=CN2)C2=CC=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=C(C=CN4)C4=CC=C3,29,28.80832481
A18-B23,W458,O=C(O1)ON=C1CCCC,OC1=C(C=CN2)C2=CC=C1,O=C(NCCCC)OC1=C(C=CN2)C2=CC=C1,25,25.18020439
A19-B23,W459,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=C(C=CN2)C2=CC=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=C(C=CN4)C4=CC=C3,28,28.34073257
A20-B23,W460,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=C(C=CN2)C2=CC=C1,O=C(NCC12CC(CC3C2)CC(C3)C1)OC4=C(C=CN5)C5=CC=C4,0,0
A1-B24,W461,O=C(O1)ON=C1C2=CC=C(C)C=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC=C(C)C=C1)OC2=CC=C(S(=O)(C)=O)C=C2,80,80.3924942
A2-B24,W462,O=C(O1)ON=C1C2=CC=CC=C2C,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC=CC=C1C)OC2=CC=C(S(=O)(C)=O)C=C2,70,69.97385406
A3-B24,W463,O=C(O1)ON=C1C2=CC=CC(C)=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC=CC(C)=C1)OC2=CC=C(S(=O)(C)=O)C=C2,88,87.12554932
A4-B24,W464,O=C(O1)ON=C1C2=CC=C(OC)C=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC=C(OC)C=C1)OC2=CC=C(S(=O)(C)=O)C=C2,77,77.13751221
A5-B24,W465,O=C(O1)ON=C1C2=CC=C(C(C)(C)C)C=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC=C(C(C)(C)C)C=C1)OC2=CC=C(S(=O)(C)=O)C=C2,75,75.11505127
A6-B24,W466,O=C(O1)ON=C1C2=CC=C(C(OC)=O)C=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC=C(C(OC)=O)C=C1)OC2=CC=C(S(=O)(C)=O)C=C2,65,64.39504242
A7-B24,W467,O=C(O1)ON=C1C2=CC(C)=CC(C)=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC(C)=CC(C)=C1)OC2=CC=C(S(=O)(C)=O)C=C2,57,57.38859558
A8-B24,W468,O=C(O1)ON=C1C2=CC=C3C(OCCO3)=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1=CC=C2C(OCCO2)=C1)OC3=CC=C(S(=O)(C)=O)C=C3,75,82.87890625
A9-B24,W469,O=C(O1)ON=C1CC2=CC=CC=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1=CC=CC=C1)OC2=CC=C(S(=O)(C)=O)C=C2,41,42.74763489
A10-B24,W470,O=C(O1)ON=C1CC2=CC=C(F)C=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1=CC=C(F)C=C1)OC2=CC=C(S(=O)(C)=O)C=C2,61,60.88306427
A11-B24,W471,O=C(O1)ON=C1CC2=CC=CC=C2Cl,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1=C(Cl)C=CC=C1)OC2=CC=C(S(=O)(C)=O)C=C2,79,78.0861969
A12-B24,W472,O=C(O1)ON=C1CC2=CC(Br)=CC=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1=CC(Br)=CC=C1)OC2=CC=C(S(=O)(C)=O)C=C2,86,85.78742218
A13-B24,W473,O=C(O1)ON=C1CC2=CC=CC=C2I,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1=C(I)C=CC=C1)OC2=CC=C(S(=O)(C)=O)C=C2,43,43.40684891
A14-B24,W474,O=C(O1)ON=C1CC2=CC=C(C=CC=C3)C3=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1=CC(C=CC=C2)=C2C=C1)OC3=CC=C(S(=O)(C)=O)C=C3,59,58.91559982
A15-B24,W475,O=C(O1)ON=C1CC2=CC=CO2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1=CC=CO1)OC2=CC=C(S(=O)(C)=O)C=C2,58,48.00849533
A16-B24,W476,O=C(O1)ON=C1CCC2=CC=CC=C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCCC1=CC=CC=C1)OC2=CC=C(S(=O)(C)=O)C=C2,75,75.04741669
A17-B24,W477,O=C(O1)ON=C1CCCC2=CNC3=C2C=CC=C3,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCCCC1=CNC2=C1C=CC=C2)OC3=CC=C(S(=O)(C)=O)C=C3,36,35.67317963
A18-B24,W478,O=C(O1)ON=C1CCCC,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCCCC)OC1=CC=C(S(=O)(C)=O)C=C1,40,39.87683868
A19-B24,W479,O=C(O1)ON=C1C2C3C(C(OC)=O)C2C3,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NC1C2C(C(OC)=O)C1C2)OC3=CC=C(S(=O)(C)=O)C=C3,60,60.25896835
A20-B24,W480,O=C(O1)ON=C1CC2(CC3C4)CC(C3)CC4C2,OC1=CC=C(S(=O)(C)=O)C=C1,O=C(NCC1(CC2C3)CC3CC(C2)C1)OC4=CC=C(S(=O)(C)=O)C=C4,0,0
