,SMILES,#C,#H,#N,#O,#S,Molar mass (g/mol),Measured C0 (μg/m3),Estimated C0 (μg/m3),Measured Tm (K),Estimated Tm (K),Estimated Tg (K)
666,CC(C)(C)CS(=O)(=O)OCCCCOS(=O)(=O)CC(C)(C)C,14,30,0,6,2,"358,5194",,"0,823819551",,"447,88","313,516"
667,CC(C)CCS(=O)(=O)OCCCCOS(=O)(=O)CCC(C)C,14,30,0,6,2,"358,5194",,"0,524774983",,"445,2","311,64"
668,CCCCCS(=O)(=O)OCCCCOS(=O)(=O)CCCCC,14,30,0,6,2,"358,5194",,"0,169201346",,"457,74","320,418"
669,OC1=C(C=CC2=C1C(=O)C3=C(C(=C(C=C3)S(O)(=O)=O)O)C2=O)S(O)(=O)=O,14,8,0,10,2,"400,3432",,"2,28365E-13",,"579,93","405,951"
670,OC1=C(O)C(=C(O)C2=C1C(=O)C3=C(C(=C(O)C(=C3O)S(O)(=O)=O)O)C2=O)S(O)(=O)=O,14,8,0,14,2,"464,3408",,"1,29187E-18",,"622,99","436,093"
671,SC1=CC=CC2=C1C(=O)C3=C(C=CC=C3)C2=O,14,8,0,2,1,"240,282",,"5,275613361",,"422,58","295,806"
672,OS(=O)(=O)C1=CC2=C(C=C1)C(=O)C3=C(C=CC=C3)C2=O,14,8,0,5,1,"288,2802",,"3,52154E-05",,"484,71","339,297"
673,OS(=O)(=O)C1=C2C(=O)C3=CC=CC=C3C(=O)C2=CC=C1,14,8,0,5,1,"288,2802",,"3,52154E-05",,"484,71","339,297"
674,OC1=CC(=C(O)C2=C1C(=O)C3=C(C=CC=C3)C2=O)S(O)(=O)=O,14,8,0,7,1,"320,279",,"1,12202E-07",,"517,25","362,075"
675,OC1=C(O)C(=CC2=C1C(=O)C3=C(C=CC=C3)C2=O)S(O)(=O)=O,14,8,0,7,1,"320,279",,"1,12202E-07",,,
676,OS(=O)(=O)C1=C2C(=O)C3=CC=CC(=C3C(=O)C2=CC=C1)S(O)(=O)=O,14,8,0,8,2,"368,3444",,"1,12985E-10",,"547,39","383,173"
677,OS(=O)(=O)C1=C2C(=O)C3=C(C=CC=C3C(=O)C2=CC=C1)S(O)(=O)=O,14,8,0,8,2,"368,3444",,"1,12985E-10",,,
678,OS(=O)(=O)C1=CC2=C(C=C1)C(=O)C3=C(C=CC(=C3)S(O)(=O)=O)C2=O,14,8,0,8,2,"368,3444",,"1,12985E-10",,,
679,OS(=O)(=O)C1=CC2=C(C=C1)C(=O)C3=C(C=C(C=C3)S(O)(=O)=O)C2=O,14,8,0,8,2,"368,3444",,"1,12985E-10",,,
680,S=C1C=C(OC2=C1C=CC=C2)C3=CC=CC=C3,15,10,0,1,1,"238,3094",,"6,527554609",,"417,14","291,998"
681,CC1=C(S)C2=C(C=C1)C(=O)C3=C(C=CC=C3)C2=O,15,10,0,2,1,"254,3088",,"2,244382092",,"432,75","302,925"
682,O=C(SCSC(=O)C1=CC=CC=C1)C2=CC=CC=C2,15,12,0,2,2,"288,3906",,"2,250301248",,"428,87","300,209"
683,O=C(C=CS(=O)(=O)C1=CC=CC=C1)C2=CC=CC=C2,15,12,0,3,1,"272,324",,"2,667158738",,"427,5","299,25"
684,O=C(CSCC1=CC=CC=C1)C2=CC=CC=C2,15,14,0,1,1,"242,341",,"134,3246379",,"383,24","268,268"
685,OC(=O)C(CS)(C1=CC=CC=C1)C2=CC=CC=C2,15,14,0,2,1,"258,3404",,"4,50431647",,"424,72","297,304"
686,OC(=O)C[CH](SC1=CC=CC=C1)C2=CC=CC=C2,15,14,0,2,1,"258,3404",,"5,991853082",,"418,82","293,174"
687,CC1=CC=C(C=C1)S(=O)(=O)C2=C(C=C(C)C=C2)C(O)=O,15,14,0,4,1,"290,3392",,"0,080933252",,"466,36","326,452"
688,COC(=O)[CH](C1=CC=CC=C1)S(=O)(=O)C2=CC=CC=C2,15,14,0,4,1,"290,3392",,"5,124731045",,"420,03","294,021"
689,OC(=O)[CH](CC1=CC=CS1)C(=O)OCC2=CC=CC=C2,15,14,0,4,1,"290,3392",,"1,082755675",,"441,79","309,253"
690,CC(C)C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2,15,16,0,2,1,"260,3562",,"27,180736",,"407,56","285,292"
691,CCS(=O)(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,15,16,0,2,1,"260,3562",,"30,26308751",,"403,39","282,373"
692,CS(=O)(=O)CC(O)(C1=CC=CC=C1)C2=CC=CC=C2,15,16,0,3,1,"276,3556",,"0,07093788",,"424,25","296,975"
693,CC1=CC(=C(C(=C1)C)S(=O)(=O)OC2=CC=CC=C2)C,15,16,0,3,1,"276,3556",,"6,409691065",,"425,01","297,507"
694,COC1=CC(=CC=C1O)[CH](C)S(=O)(=O)C2=CC=CC=C2,15,16,0,4,1,"292,355",,"0,151348164",,"445,93","312,151"
695,O=S(=O)(CC1=CC=CC=C1)CS(=O)(=O)CC2=CC=CC=C2,15,16,0,4,2,"324,421",,"0,043296441",,"469,4","328,58"
696,CC1=CC(=C(O)C(=C1)S(O)(=O)=O)CC2=C(O)C(=CC(=C2)C)S(O)(=O)=O,15,16,0,8,2,"388,4186",,"4,24314E-11",,"552,78","386,946"
697,OC(=O)[CH](CC1=CC=CS1)C(=O)OCC2CCCCC2,15,20,0,4,1,"296,3866",,"2,328643354",,"433,61","303,527"
698,CCCCSCCCCCCCCCCC(O)=O,15,30,0,2,1,"274,4668",,"30,42626178",,"405,71","283,997"
699,CCCCS(=O)(=O)CCCCCCCCCCC(O)=O,15,30,0,4,1,"306,4656",,"0,854285532",,"442,07","309,449"
700,CC(C)(C)CS(=O)(=O)OCC(C)(C)COS(=O)(=O)CC(C)(C)C,15,32,0,6,2,"372,5462",,"0,795906778",,"450,62","315,434"
701,CCCCS(=O)(=O)OCC(CC)(CC)COS(=O)(=O)CCCC,15,32,0,6,2,"372,5462",,"0,163391442",,"460,48","322,336"
702,O=C1C=CC(=O)C(=C1)SC2=C3C=CC=CC3=CC=C2,16,10,0,2,1,"266,3198",,"0,54316806",,"439,05","307,335"
703,O=C1CCCC2=CC3=C(SC4=CC=CC=C34)C=C12,16,12,0,1,1,"252,3362",,"3,693516308",,"430,3","301,21"
704,CC(=O)C1=CC2=C(C=C1)C3=CC=C(C=C3S2)C(C)=O,16,12,0,2,1,"268,3356",,"2,397054677",,"435,79","305,053"
705,CC(=O)C1=CC=C(SSC2=CC=C(C=C2)C(C)=O)C=C1,16,14,0,2,2,"302,4174",,"1,002487684",,"436,6","305,62"
706,O=C(CC(=O)C1=CC=CC=C1)CS(=O)(=O)C2=CC=CC=C2,16,14,0,4,1,"302,3502",,"0,289615513",,"449,83","314,881"
707,OC(=O)CC1=CC=C(SSC2=CC=C(CC(O)=O)C=C2)C=C1,16,14,0,4,2,"334,4162",,"0,000826022",,"497,54","348,278"
708,COC(=O)C1=C(SSC2=C(C=CC=C2)C(=O)OC)C=CC=C1,16,14,0,4,2,"334,4162",,"8,116249849",,"379,62","265,734"
709,OC(=O)CC1=CC=C(SSC2=CC=C(CC(O)=O)C=C2)C=C1,16,14,0,4,2,"334,4162",,"0,000826022",,"497,54","348,278"
710,CC(=O)OC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(OC(C)=O)C=C2,16,14,0,6,1,"334,349",,"0,869037901",,433,"303,1"
711,OC(=O)COC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(OCC(O)=O)C=C2,16,14,0,8,1,"366,3478",,"5,12576E-05",,"516,13","361,291"
712,O=S(=O)(CC=CCS(=O)(=O)C1=CC=CC=C1)C2=CC=CC=C2,16,16,0,4,2,"336,432",,"0,014918188",,"477,73","334,411"
713,OS(=O)(=O)OCCOC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(OCCOS(O)(=O)=O)C=C2,16,18,0,12,3,"498,509",,"7,72604E-14",,"586,58","410,606"
714,CC(C)S(=O)(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,16,18,0,2,1,"274,383",,"24,36310869",,"403,94","282,758"
715,C(CSCCOC1=CC=CC=C1)OC2=CC=CC=C2,16,18,0,2,1,"274,383",,"62,90111698",,"389,94","272,958"
716,CC(C)(C)C1=CC=C(OS(=O)(=O)C2=CC=CC=C2)C=C1,16,18,0,3,1,"290,3824",,"7,235071704",,"422,19","295,533"
717,OCCOC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(OCCO)C=C2,16,18,0,6,1,"338,3806",,"4,57057E-06",,"490,55","343,385"
718,CC1=CC=C(C=C1)S(=O)(=O)OCCOS(=O)(=O)C2=CC=C(C)C=C2,16,18,0,6,2,"370,4466",,"0,003727853",,"488,35","341,845"
719,O=S(=O)(OCCOCCOS(=O)(=O)C1=CC=CC=C1)C2=CC=CC=C2,16,18,0,7,2,"386,446",,"0,001642886",,"493,99","345,793"
720,CC1=CC=C(SC2CC3CC2C4COCC34)C=C1,16,20,0,1,1,"260,3994",,"278,8589668",,"380,14","266,098"
721,CC(C)=C[CH]1[CH](C(=O)SC2=CC=CC=C2)C1(C)C,16,20,0,1,1,"260,3994",,"334,9110204",,"378,91","265,237"
722,CC1=CC=C(C=C1)S(=O)(=O)O[CH]2[CH]3CO[CH](O3)[CH]4OC(C)(C)O[CH]24,16,20,0,7,1,"356,3958",,"0,212886006",,"461,26","322,882"
723,CO[CH]1O[CH](COS(=O)(=O)C2=CC=C(C)C=C2)[CH]3OC(C)(C)O[CH]13,16,22,0,7,1,"358,4116",,"0,295097171",,"459,08","321,356"
724,CCSC(SCC)[CH](O)[CH](O)[CH](O)COC(=O)C1=CC=CC=C1,16,24,0,5,2,"360,4946",,"2,09514E-05",,"460,79","322,553"
725,CCS[CH]1O[CH](COC(C)=O)[CH](OC(C)=O)[CH](OC(C)=O)[CH]1OC(C)=O,16,24,0,9,1,"392,4262",,"14,27566175",,"371,13","259,791"
726,CS(=O)(=O)OC[CH]1O[CH](O[C]2(COS(C)(=O)=O)O[CH](COS(C)(=O)=O)[CH](O)[CH]2O)[CH](OS(C)(=O)=O)[CH](O)[CH]1O,16,30,0,19,4,"654,6656",,"1,57478E-19",,"622,99","436,093"
727,CCCCCSCCCCCCCCCCC(O)=O,16,32,0,2,1,"288,4936",,"13,56872917",,"413,98","289,786"
728,CCCCCCCCCCCCSCCCC(O)=O,16,32,0,2,1,"288,4936",,"13,56872917",,,
729,CCCCCCCCCCCCCC[CH](C(O)=O)S(O)(=O)=O,16,32,0,5,1,"336,4918",,"0,000108828",,"479,22","335,454"
730,CCC(CC)CS(=O)(=O)OCCCCOS(=O)(=O)CC(CC)CC,16,34,0,6,2,"386,573",,"0,099853735",,"460,55","322,385"
731,CC(C)[CH](C)CS(=O)(=O)OCCCCOS(=O)(=O)C[CH](C)C(C)C,16,34,0,6,2,"386,573",,"0,309962635",,"448,02","313,614"
732,CCC(C)(C)CS(=O)(=O)OCCCCOS(=O)(=O)CC(C)(C)CC,16,34,0,6,2,"386,573",,"0,157477661",,"463,22","324,254"
733,O[CH](C1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34)S(O)(=O)=O,17,12,0,4,1,"312,3454",,"1,30433E-07",,"509,27","356,489"
734,CC1=C2SC3=CC=CC=C3C2=CC4=C1C(=O)CCC4,17,14,0,1,1,"266,363",,"1,562399005",,"440,48","308,336"
735,C[CH]1CCC2=CC3=C(SC4=CC=CC=C34)C=C2C1=O,17,14,0,1,1,"266,363",,"2,135756439",,"435,56","304,892"
736,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC3=C(C=CC=C3)C=C2,17,14,0,3,1,"298,3618",,"0,245655339",,"449,41","314,587"
737,O=C(OCC1=CC=CC=C1)SC(=O)C=CC2=CC=CC=C2,17,14,0,3,1,"298,3618",,"3,500187185",,"419,53","293,671"
738,CCOC1=CC=C(C=C1)C2=CC(=CC3=CC=CS3)C(=O)O2,17,14,0,3,1,"298,3618",,"0,271344786",,"444,36","311,052"
739,CCOC(=O)C1=CC=C(C=CC2=CC=C(C=C2)S(O)(=O)=O)C=C1,17,16,0,5,1,"332,3764",,"6,79681E-05",,"479,15","335,405"
740,CCOC(=O)[CH](C(=O)C1=CC=CC=C1)S(=O)(=O)C2=CC=CC=C2,17,16,0,5,1,"332,3764",,"0,193172586",,"451,35","315,945"
741,CC(C)CS(=O)(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,17,20,0,2,1,"288,4098",,"10,86424652",,"412,21","288,547"
742,CCCCSS(=O)(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,17,20,0,2,2,"320,4758",,"0,658794798",,"436,94","305,858"
743,O=S(=O)(CCC1=CC=CC=C1)CS(=O)(=O)CCC2=CC=CC=C2,17,20,0,4,2,"352,4746",,"0,008611429",,"482,51","337,757"
744,C[CH](COS(=O)(=O)CC1=CC=CC=C1)OS(=O)(=O)CC2=CC=CC=C2,17,20,0,6,2,"384,4734",,"0,002772443",,"490,51","343,357"
745,CC1=CC=C(C=C1)S(=O)(=O)OCCCOS(=O)(=O)C2=CC=C(C)C=C2,17,20,0,6,2,"384,4734",,"0,001690363",,"493,77","345,639"
746,CO[CH]1OC[CH](OC(C)=O)[CH](OC(C)=O)[CH]1OS(=O)(=O)C2=CC=C(C)C=C2,17,22,0,9,1,"402,4214",,"0,110227614",,"451,2","315,84"
747,CCOS(=O)(=O)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C,17,28,0,3,1,"312,4724",,"22,53242944",,"407,4","285,18"
748,CCSC(SCC)[CH](OC(C)=O)[CH](OC(C)=O)[CH](COC(C)=O)OC(C)=O,17,28,0,8,2,"424,5354",,"16,72309085",,"342,59","239,813"
749,CCSC(SCC)[CH](OC(C)=O)[CH](OC(C)=O)[CH](COC(C)=O)OC(C)=O,17,28,0,8,2,"424,5354",,"16,72309085",,,
750,CCSC(SCC)[CH](SCC)[CH](OC(C)=O)[CH](COC(C)=O)OC(C)=O,17,30,0,6,3,"426,6184",,"12,85639383",,"336,68","235,676"
751,CCCCCCSCCCCCCCCCCC(O)=O,17,34,0,2,1,"302,5204",,"7,163065142",,"415,49","290,843"
752,CCCCCCS(=O)(=O)CCCCCCCCCCC(O)=O,17,34,0,4,1,"334,5192",,"0,165435276",,"457,42","320,194"
753,CCCCCCCCCCCCCCC[CH](O)CS(O)(=O)=O,17,36,0,4,1,"336,535",,"0,000302439",,"453,1","317,17"
754,OC1=C(SC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC4=C1C=CC=C4,18,10,0,6,1,"354,3394",,"1,66657E-10",,"545,16","381,612"
755,OC(=O)C(C1=CC=CS1)(C2=CC=CC=C2)C3=CC=CC=C3,18,14,0,2,1,"294,3734",,"0,251876266",,"457,53","320,271"
756,O=S(=O)(OC1=CC=C(C=C1)C2=CC=CC=C2)C3=CC=CC=C3,18,14,0,3,1,"310,3728",,"0,089190063",,"455,26","318,682"
757,CC(=O)OC1=C(CCOC2=CC=CC=C2)SC3=C1C=CC=C3,18,16,0,3,1,"312,3886",,"0,822045004",,"438,93","307,251"
758,O=C(CCCCC(=O)SC1=CC=CC=C1)SC2=CC=CC=C2,18,18,0,2,2,"330,471",,"0,227632822",,"446,14","312,298"
759,O=C(SCCCCSC(=O)C1=CC=CC=C1)C2=CC=CC=C2,18,18,0,2,2,"330,471",,"0,227632822",,,
760,CC(=O)OC1=C(C)C=C(C=C1)S(=O)(=O)C2=CC(=C(OC(C)=O)C=C2)C,18,18,0,6,1,"362,4026",,"0,154847203",,"451,35","315,945"
761,CC1=CC=C(C=C1)S(=O)(=O)OCC#CCOS(=O)(=O)C2=CC=C(C)C=C2,18,18,0,6,2,"394,4686",,"0,000413941",,"503,12","352,184"
762,CC[S+](CC)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,18,20,0,1,1,"284,4214",,"4,95905401",,"411,43","288,001"
763,CC1=CC=C(C=C1)S(=O)(=O)[CH](CCS(C)(=O)=O)C(=O)C2=CC=CC=C2,18,20,0,5,2,"380,485",,"0,001332938",,"495,25","346,675"
764,O[CH](COS(=O)(=O)C1=CC=CC=C1)[CH](O)[CH](O)[CH](O)COS(=O)(=O)C2=CC=CC=C2,18,22,0,10,2,"462,4978",,"2,42913E-12",,"560,31","392,217"
765,COC(=O)OC[CH]1O[CH](OC(C)=O)[CH](OC(C)=O)[CH]1OS(=O)(=O)C2=CC=C(C)C=C2,18,22,0,11,1,"446,4312",,"0,00112913",,"490,18","343,126"
766,CC(C)CCS(=O)(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,18,22,0,2,1,"302,4366",,"4,817454443",,"420,49","294,343"
767,CC(C)C1=CC(=C(SC2=C(O)C=C(C=C2)C(C)C)C=C1)O,18,22,0,2,1,"302,4366",,"0,029783587",,"447,75","313,425"
768,OC1=CC=C(SCCCCCCSC2=CC=C(O)C=C2)C=C1,18,22,0,2,2,"334,5026",,"0,00069483",,"474,75","332,325"
769,C[C]12CC[CH]3[CH](CCC4=C3C=CC(=C4)OS(O)(=O)=O)[CH]1CCC2=O,18,22,0,5,1,"350,4348",,"2,71557E-05",,"487,28","341,096"
770,C[C]12CC[CH]3[CH](CCC4=C3C=CC(=C4)OS(O)(=O)=O)[CH]1CCC2=O,18,22,0,5,1,"350,4348",,"2,71557E-05",,"487,28","341,096"
771,OC[CH]1O[CH](O[CH]2[CH](CO)O[CH](SC3=CC=CC=C3)[CH](O)[CH]2O)[CH](O)[CH](O)[CH]1O,18,26,0,10,1,"434,4634",,"9,18835E-13",,"564,87","395,409"
772,O=C(OCCSCCOC(=O)[CH]1CCC=CC1)[CH]2CCC=CC2,18,26,0,4,1,"338,467",,"159,919862",,"313,16","219,212"
773,OC(=O)CCCCCCCCCCSCC1=CC=CC=C1,18,28,0,2,1,"308,484",,"0,976116217",,"436,36","305,452"
774,OC(=O)CCCCCCCCCCS(=O)(=O)CC1=CC=CC=C1,18,28,0,4,1,"340,4828",,"0,022903231",,"475,84","333,088"
775,COC(=O)CCCCCCCCCCS(=O)(=O)C1=CC=CC=C1,18,28,0,4,1,"340,4828",,"0,819019532",,"437,57","306,299"
776,CCCCCCCCCCCCS[CH](CC(=O)OC)C(=O)OC,18,34,0,4,1,"346,5302",,"693,7062181",,"285,11","199,577"
777,CCCCCCCSCCCCCCCCCCC(O)=O,18,36,0,2,1,"316,5472",,"3,185456224",,"423,39","296,373"
778,CCCCCCCS(=O)(=O)CCCCCCCCCCC(O)=O,18,36,0,4,1,"348,546",,"0,072212502",,"465,09","325,563"
779,CCCCCCCCCCCCCCCC[CH](C(O)=O)S(O)(=O)=O,18,36,0,5,1,"364,5454",,"1,71653E-05",,"490,07","343,049"
780,CCCCCCCCCCCCCCCCCCS(O)(=O)=O,18,38,0,3,1,"334,5624",,"0,005113132",,"440,53","308,371"
781,CCCCCCCS(=O)(=O)OCCCCOS(=O)(=O)CCCCCCC,18,38,0,6,2,"414,6266",,"0,006314445",,"485,62","339,934"
782,O=C(C1=CC=CC=C1)C2=CC=C(SC3=CC=CC=C3)C=C2,19,14,0,1,1,"290,385",,"1,625171046",,"430,72","301,504"
783,CC1=CC=C2C=C3C(=CC2=C1CC(O)=O)SC4=CC=CC=C34,19,14,0,2,1,"306,3844",,"0,005886084",,"484,1","338,87"
784,OC1=CC=C(C=C1)C2(OS(=O)(=O)C3=CC=CC=C23)C4=CC=C(O)C=C4,19,14,0,5,1,"354,3826",,"1,18619E-05",,"498,74","349,118"
785,OC1=CC=C(C=C1O)C2(OS(=O)(=O)C3=CC=CC=C23)C4=CC=C(O)C(=C4)O,19,14,0,7,1,"386,3814",,"4,26247E-08",,"531,28","371,896"
786,O=S(=O)(C(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3,19,16,0,2,1,"308,4002",,"0,424860323",,"442,55","309,785"
787,O=S(=O)(SC1=CC=CC=C1)C(C2=CC=CC=C2)C3=CC=CC=C3,19,16,0,2,2,"340,4662",,"0,043972059",,"459,92","321,944"
788,CC(=O)OC1=C([CH](C[CH]1OS(O)(=O)=O)C2=CC=CC=C2)C3=CC=CC=C3,19,18,0,6,1,"374,4136",,"4,89609E-06",,"497,22","348,054"
789,C=CCOC(=O)OC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(OCC=C)C=C2,19,18,0,6,1,"374,4136",,"0,014083816",,"469,81","328,867"
790,CC1=CC=C(C=C1)S(=O)(=O)O[CH]2[CH](O)[CH](CO)O[CH]2OCC3=CC=CC=C3,19,22,0,7,1,"394,4446",,"1,68538E-07",,"509,15","356,405"
791,C[C]12CC(=O)[C]3(S)[CH](CCC4=CC(=O)CC[C]34C)[CH]1CCC2=O,19,24,0,3,1,"332,4628",,"0,13364577",,"463,91","324,737"
792,CC(C)(COS(=O)(=O)CC1=CC=CC=C1)COS(=O)(=O)CC2=CC=CC=C2,19,24,0,6,2,"412,527",,"0,000788084",,"499,2","349,44"
793,CC(C)(C)C1=C(O)C(=CC(=C1)CC2=CC=CS2)C(C)(C)C,19,26,0,1,1,"302,4798",,"2,21374118",,"426,61","298,627"
794,COC1=CC2=C(C=C1)[CH]3CC[C]4(C)[CH](S)CC[CH]4[CH]3CC2,19,26,0,1,1,"302,4798",,"25,39291353",,"407,19","285,033"
795,CS[CH]1CC[CH]2[CH]3CCC4=C(C=CC(=C4)O)[CH]3CC[C]12C,19,26,0,1,1,"302,4798",,"1,401493497",,"424,96","297,472"
796,CC(C)=C[CH]1[CH](C(=O)SCC2=C(C)C=CC(=C2)C)C1(C)C,19,26,0,1,1,"302,4798",,"28,81119035",,"406,66","284,662"
797,CC(C)=C[CH]1[CH](C(=O)SCC2=CC(=C(C)C=C2)C)C1(C)C,19,26,0,1,1,"302,4798",,"28,81119035",,,
798,CC1=CC=C(C=C1)S(=O)(=O)O[CH]2[CH](O[CH]3OC(C)(C)O[CH]23)[CH]4COC(C)(C)O4,19,26,0,8,1,"414,4756",,"0,012802725",,"480,97","336,679"
799,C[C]12CC[CH]3[CH](CCC4=CC(=O)CC[C]34C)[CH]1CC[CH]2S,19,28,0,1,1,"304,4956",,"13,5839824",,"419,47","293,629"
800,C[C]12CC[CH]3[CH](CC=C4C[CH](S)CC[C]34C)[CH]1CCC2=O,19,28,0,1,1,"304,4956",,"13,5839824",,,
801,CCCCCCCCSCCCCCCCCCCC(O)=O,19,38,0,2,1,"330,574",,"1,408917076",,"431,29","301,903"
802,CCCC[CH](CC)CC[CH](CC[CH](CC)CCCC)S(O)(=O)=O,19,40,0,3,1,"348,5892",,"0,012493373",,"432,62","302,834"
803,O=C(SC1=CC2=C(C=C1)C3=CC=CC=C3C2=O)C4=CC=CC=C4,20,12,0,2,1,"316,3796",,"0,015493211",,"476,4","333,48"
804,O=C(SC1=CC2=C(C=C1)C3=CC=CC=C3C2)C4=CC=CC=C4,20,14,0,1,1,"302,396",,"0,211548988",,"447,47","313,229"
805,OC1=C(SC2=CC3=C(C=CC=C3)C=C2)C4=C(C=CC=C4)C=C1,20,14,0,1,1,"302,396",,"0,002831502",,"472,97","331,079"
806,OC(=O)C1=C(C=CC=C1)C(C2=CC=C(O)C(=C2)S(O)(=O)=O)=C3C=CC(=O)C(=C3)S(O)(=O)=O,20,14,0,10,2,"478,4566",,"2,17566E-16",,"616,18","431,326"
807,OC1=C(SC2=C3C=CC=CC3=CC=C2O)C4=C(C=CC=C4)C=C1,20,14,0,2,1,"318,3954",,"2,91278E-05",,"492,93","345,051"
808,O=C1O[C](SC2=CC=CC=C2)(C3=CC=CC=C3)C4=C1C=CC=C4,20,14,0,2,1,"318,3954",,"0,042149599",,"456,46","319,522"
809,CC1=CC=C(SC2=CC(=O)C(=CC2=O)SC3=CC=C(C)C=C3)C=C1,20,16,0,2,2,"352,4772",,"0,003679801",,"488,1","341,67"
810,C1OC2=CC=C(C=C2O1)C(SC3=CC=CC=C3)SC4=CC=CC=C4,20,16,0,2,2,"352,4772",,"0,055576374",,"457,94","320,558"
811,CCOC1=CC=C2C(=O)C(SC2=C1)=C3SC4=C(C=CC(=C4)OCC)C3=O,20,16,0,4,2,"384,476","4,138002885","0,000823463",,"498,47","348,929"
812,CC1=C(C=CC=C1)S(=O)(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,20,18,0,2,1,"322,427",,"0,199535788",,"447,68","313,376"
813,CC1=CC=CC(=C1)S(=O)(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,20,18,0,2,1,"322,427",,"0,199535788",,,
814,CC1=CC=C(C=C1)S(=O)(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,20,18,0,2,1,"322,427",,"0,199535788",,,
815,O=S(=O)(SCC1=CC=CC=C1)C(C2=CC=CC=C2)C3=CC=CC=C3,20,18,0,2,2,"354,493",,"0,019019293",,"467,6","327,32"
816,CC1=CC=C(C=C1)S(=O)(=O)OC(C2=CC=CC=C2)C3=CC=CC=C3,20,18,0,3,1,"338,4264",,"0,080496697",,"457,76","320,432"
817,OC([CH](C1=CC=CC=C1)S(O)(=O)=O)(C2=CC=CC=C2)C3=CC=CC=C3,20,18,0,4,1,"354,4258",,"1,0452E-06",,"498,78","349,146"
818,C[S+](C)CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)C[S+](C)C,20,22,0,2,2,"358,5246",,"0,023538043",,"460,23","322,161"
819,CCC[S+](CCC)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,20,24,0,1,1,"312,475",,"0,923164678",,"429,47","300,629"
820,CCCC[S+](CC)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,20,24,0,1,1,"312,475",,"0,923164678",,,
821,CC1=CC=C(C=C1)S(=O)(=O)O[CH]2CCCC[CH]2OS(=O)(=O)C3=CC=C(C)C=C3,20,24,0,6,2,"424,538",,"0,000134105",,"510,87","357,609"
822,CC1=CC=C(C=C1)S(=O)(=O)O[CH]2CCCC[CH]2OS(=O)(=O)C3=CC=C(C)C=C3,20,24,0,6,2,"424,538",,"0,000134105",,,
823,CC(=O)O[CH](COS(=O)(=O)C1=CC=C(C)C=C1)[CH]2O[CH]3OC(C)(C)O[CH]3[CH]2OC(C)=O,20,26,0,10,1,"458,4854",,"0,005551362",,"481,03","336,721"
824,CC(C)(C)C1=CC(=C(O)C=C1)SC2=CC(=CC=C2O)C(C)(C)C,20,26,0,2,1,"330,4902",,"0,009550463",,"459,22","321,454"
825,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(C)(C)C,20,26,0,2,1,"330,4902",,"1,662883236",,"434,52","304,164"
826,CCCC1=C(O)C=C(CSCC2=CC=C(C(C)C)C(=C2)O)C=C1,20,26,0,2,1,"330,4902",,"0,002667727",,"466,79","326,753"
827,CC(C)(C)CC(C)(C)C1=CC=C(OS(=O)(=O)C2=CC=CC=C2)C=C1,20,26,0,3,1,"346,4896",,"0,72159369",,"442,09","309,463"
828,OC[CH](O)[CH](O)[CH](O)[CH](O)C(SCC1=CC=CC=C1)SCC2=CC=CC=C2,20,26,0,5,2,"410,5544",,"6,76058E-10",,"531,19","371,833"
829,OC[CH](O)[CH](O)[CH](O)[CH](O)C(SCC1=CC=CC=C1)SCC2=CC=CC=C2,20,26,0,5,2,"410,5544",,"6,76058E-10",,,
830,CC1=CC=C(C=C1)S(=O)(=O)OCCCCCCOS(=O)(=O)C2=CC=C(C)C=C2,20,26,0,6,2,"426,5538",,"0,000153565",,"510,03","357,021"
831,C[CH](CC[CH](C)OS(=O)(=O)C1=CC=C(C)C=C1)OS(=O)(=O)C2=CC=C(C)C=C2,20,26,0,6,2,"426,5538",,"0,00042236",,"503,5","352,45"
832,C[C]12CC[CH]3[CH](CCC4=C3C=CC(=C4)OS(C)(=O)=O)[CH]1CC[CH]2OS(C)(=O)=O,20,28,0,6,2,"428,5696",,"0,000620391",,501,"350,7"
