,fpsize,minPath,maxPath,nBitsPerHash,MAE_train,MSE_train,r2_train,MAE,MSE,r2,alpha_opt,gamma_opt,best_score
32,4096,2,4,16,0.42725402891809905,0.40460018286772403,0.9088184336505414,0.5749072904206954,0.6333167784472507,0.8547262589385827,0.009999999999999998,0.0010000000000000002,-0.5902450514830576
59,8192,2,4,16,0.42579392086762324,0.40361056915306703,0.9090415103614207,0.5751290819464289,0.6338892204987128,0.8546009134730246,0.009999999999999998,0.0010000000000000002,-0.5899768012684994
6,2048,3,4,4,0.3500543716151207,0.3224661311227462,0.9273287791442435,0.5759022073294401,0.6525201830528449,0.8504310181544593,0.009999999999999998,0.009999999999999998,-0.5961947819123022
4,2048,2,4,8,0.3933783863408739,0.3680941796241823,0.9170452016943147,0.5765089963262258,0.6445751780488431,0.8521294422904845,0.0010000000000000002,0.0010000000000000002,-0.5977659082985654
5,2048,2,4,16,0.4324906364229886,0.4102831517459061,0.907537726096843,0.5772107970299458,0.6375523124092066,0.8537546389845148,0.009999999999999998,0.0010000000000000002,-0.592894450578169
61,8192,3,4,8,0.40325239407026225,0.3792192053528552,0.9145388696051551,0.5834129420098506,0.6599830359628632,0.8487134374707331,0.0010000000000000002,0.0010000000000000002,-0.5989835570988316
34,4096,3,4,8,0.4033897946916076,0.37921481292152315,0.9145398631301183,0.5845160187191482,0.6641954538858368,0.8477603320259316,0.0010000000000000002,0.0010000000000000002,-0.5998163569511756
35,4096,3,4,16,0.4395626317136577,0.41853175484282623,0.9056797435962979,0.5847010225922299,0.6528313287145693,0.8503586577865392,0.009999999999999998,0.0010000000000000002,-0.5975839056923316
62,8192,3,4,16,0.4386759841542035,0.41838260451992826,0.9057133576659628,0.5847240107753092,0.6530445771401472,0.8503058215832038,0.009999999999999998,0.0010000000000000002,-0.5972307946346151
8,2048,3,4,16,0.4426740393513722,0.4223401409535331,0.9048214901550056,0.5854700942022182,0.6528341178218143,0.8503487857161774,0.009999999999999998,0.0010000000000000002,-0.5985610827372446
7,2048,3,4,8,0.4038949453338868,0.3781379438243817,0.9147825433211414,0.5891424622293874,0.6777589707682085,0.8446977919062515,0.020799999999999978,0.0028000000000000004,-0.6016778237065135
