CAS,dvap,num,External,VOC,SMILES,Key,Family,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
1484-80-6,42.2,1,NO,NO,CCC1CCCCN1,QBBKKFZGCDJDQK-UHFFFAOYSA-N,Organoheterocyclic compounds,2.125016255,55.40716557,5.819990956,5.612884175,5.612884175,3.931851653,3.665831887,3.665831887,2.555077777,2.555077777,1.905174535,1.905174535,1.27244721,1.27244721,0,0,0,0,0,6.041840829,32.2280429,0,0,12.2405258,0,-0.04,8,98.084,6.085628141,3.079539222,1.47805616,3.46875,0.313993395,3.46875,0.006439544,0.836805556,0.006439544,0.836805556,-0.313993395,1.5385,35.9327,113.204,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,48,5.316788604,0,0,0,0,0,0,0,0,0,13.34455882,25.80722127,6.041840829,0,0,0,0,5.316788604,0,38.64886452,6.544756406,0,0,0,5.316788604,0,0,0,12.58659724,0,0,32.60702369,0,0,0,0,12.03,0,0,0,3.46875,0,0,0.836805556,5.526296296,3.501481481,0
616-44-4,39.5,1,NO,NO,CC1=CSC=C1,QENGPZGAWFQWCZ-UHFFFAOYSA-N,Organoheterocyclic compounds,3.049648321,107.4988651,4.405777394,3.640299098,4.456795679,2.89384685,1.882088123,2.824897165,1.30070026,2.080733574,0.663434407,1.464519798,0.332501314,0.997503941,0,0,0,0,0,0,5.563451492,11.33678588,0,23.75022981,0,-0.3,6,92.122,3.875438596,1.433348184,0.60086879,2.125,0.152166497,2.125,-0.006407436,1.361111111,0.006407436,1.361111111,-0.152166497,2.05652,29.056,98.17,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,11.33678588,0,0,29.3136813,0,0,0,11.33678588,0,0,0,6.9237372,0,22.3899441,0,0,0,0,0,11.33678588,0,0,6.9237372,5.563451492,16.82649261,0,0,0,0,0,1.739583333,0,4.203703704,1.361111111,0,2.101851852,0,2.09375,0
693-95-8,43.8,1,NO,NO,CC1=CSC=N1,QMHIMXFNBOYPND-UHFFFAOYSA-N,Organoheterocyclic compounds,3.049648321,111.1085055,4.405777394,3.510162424,4.326659005,2.89384685,1.741885343,2.684694384,1.129823971,1.848510269,0.555794873,1.260114532,0.272891164,0.818673493,0,0,0,0,0,5.693927995,0,11.33678588,17.81433924,4.983978521,0,-0.37,6,94.118,3.807619893,1.387928789,0.57120377,3.935185185,0.250051754,3.935185185,0.079406855,1.111111111,0.079406855,1.111111111,-0.250051754,1.45152,26.851,99.158,0,1,0,0,0,0,1,1,2,0,2,0,0,0,0,0,32,0,0,0,0,0,0,4.983978521,0,0,11.33678588,0,6.9237372,11.07399077,5.510539274,0,11.33678588,0,4.983978521,0,6.9237372,0,16.58453004,0,0,0,0,0,11.33678588,4.983978521,0,6.9237372,5.693927995,10.89060204,0,0,0,12.89,0,1.628472222,3.935185185,2.013888889,2.939814815,0,0,0,1.982638889,0
57382-97-5,61.8,1,NO,NO,CCOC(=O)CC1=CC=CS1,QSUANHXENVRFDN-UHFFFAOYSA-N,Organoheterocyclic compounds,2.374652173,216.0057468,8.104448007,6.371009241,7.187505822,5.325698503,3.506305194,4.385958006,2.061161358,3.09340654,1.203994702,2.080382067,0.767442259,1.457688868,0,4.794537184,0,5.969305288,13.02770359,4.877147194,0,11.33678588,24.43653411,0,4.736862954,-0.83,11,160.153,8.268328417,4.132684889,2.717916418,10.89486111,0.465703867,10.89486111,0.310582626,0.143564815,0.310582626,-0.143564815,-0.465703867,1.8537,44.656,170.233,0,2,0,0,0,0,1,1,3,0,3,0,3,0,0,0,60,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,11.33678588,6.066367068,18.37016704,4.877147194,13.02770359,9.531400138,17.30609117,0,0,0,13.34455882,6.606881965,22.3899441,0,0,0,0,0,11.33678588,12.57618725,15.95222176,0,11.80088439,17.51279691,0,0,0,26.3,4.782916667,1.576274565,11.95361111,1.952935563,0,-0.143564815,3.861917045,0.408240741,2.27433579,0
18794-77-9,56.4,1,NO,NO,CCCCCCC1=CC=CS1,QZVHYFUVMQIGGM-UHFFFAOYSA-N,Organoheterocyclic compounds,2.044281062,165.0082746,7.9413113,7.175833004,7.992329585,5.431851653,4.455828379,5.33548119,2.890023665,3.922268847,1.8568308,2.793004742,1.180838904,1.932089748,0,0,0,0,0,0,32.10410811,4.877147194,11.33678588,24.43653411,0,-0.3,11,152.177,8.793457944,5.363379356,3.565707731,2.255101332,0.148942439,2.255101332,0.004516959,1.289351852,0.004516959,1.289351852,-0.148942439,3.8709,52.165,168.305,0,0,0,0,0,0,1,1,1,0,1,0,5,0,0,0,62,0,0,0,0,0,0,0,0,0,11.33678588,32.25256914,24.28807308,4.877147194,0,0,11.33678588,0,0,0,39.02784531,0,22.3899441,0,0,0,0,0,11.33678588,0,6.420821623,0,37.48417089,17.51279691,0,0,0,0,0,1.880957814,1.54268802,2.161859174,0,0,4.371461404,6.787932256,2.255101332,0
110-01-0,39,2,NO,NO,C1CCSC1,RAOIDOHSFRTOEL-UHFFFAOYSA-N,Organoheterocyclic compounds,2.083333333,15.21928095,3.535533906,3.236675415,4.053171996,2.5,2.077350269,3.232050808,1.319479217,2.544224088,0.827350269,1.982050808,0.510310363,1.530931089,0,0,0,0,0,0,24.34735046,0,0,11.76188495,0,0.35,5,80.111,3.536915888,1.705576906,0.839300376,2.074074074,0.162006986,2.074074074,-0.006724492,1.416666667,0.006724492,1.416666667,-0.162006986,1.5134,26.559,88.175,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,30,0,0,0,0,0,0,0,0,11.76188495,0,0,24.34735046,0,0,0,11.76188495,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,11.76188495,11.50570721,0,0,12.84164325,0,0,0,0,0,0,2.074074074,0,0,0,2.833333333,0,2.925925926,0,0
288-32-4,71.3,1,NO,NO,C1=CN=CN1,RAXXELZNTBOGNW-UHFFFAOYSA-N,Organoheterocyclic compounds,3.125,61.36993061,3.535533906,2.679264403,2.679264403,2.5,1.427081382,1.427081382,0.760575175,0.760575175,0.405898139,0.405898139,0.215165741,0.215165741,0,0,0,0,0,0,0,18.72100722,0,9.967957042,0,-0.79,5,64.047,2.447529691,0.884556113,0.26516218,3.666666667,0.351176786,3.666666667,0.091909604,1.625,0.091909604,1.625,-0.351176786,0.4097,18.5877,68.079,1,2,0,0,0,0,1,1,1,1,2,0,0,0,0,0,26,4.983978521,0,0,0,0,0,0,4.983978521,0,0,0,0,12.39368714,6.327320075,0,0,0,9.967957042,0,0,0,18.72100722,0,0,0,0,0,0,9.967957042,0,0,0,18.72100722,0,0,0,28.68,0,0,6.416666667,0,0,0,0,5.083333333,0,0
768-66-1,44.5,1,NO,NO,CC1(CCCC(N1)(C)C)C,RKMGAJGJIURJSJ-UHFFFAOYSA-N,Organoheterocyclic compounds,2.563824394,110.6899559,7.828427125,7.621320344,7.621320344,4.414213562,4.207106781,4.207106781,4.746320344,4.746320344,2.280330086,2.280330086,2.013325215,2.013325215,0,0,0,0,11.0778505,0,19.26246487,0,0,33.0117374,0,-0.04,10,122.106,8.060401606,2.228786,1.978612327,3.631944444,0.306860043,3.631944444,0.012964084,0.362847222,0.012964084,0.362847222,-0.306860043,2.3171,45.1447,141.258,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,60,5.316788604,0,0,0,0,0,0,0,0,0,0,46.95741367,11.0778505,0,0,0,0,5.316788604,0,58.03526417,0,0,0,0,5.316788604,0,0,0,11.0778505,0,0,46.95741367,0,0,0,0,12.03,0,0,0,3.631944444,0.725694444,0,0,3.999861111,9.1425,0
581-47-5,70.9,1,NO,NO,C1=CC=NC(=C1)C2=CC=NC=C2,RMHQDKYZXJVCME-UHFFFAOYSA-N,Organoheterocyclic compounds,2.45714948,305.2315896,8.22576835,6.513229345,6.513229345,5.966326495,3.780895537,3.780895537,2.450866631,2.450866631,1.640978966,1.640978966,1.056194306,1.056194306,0,0,0,0,0,11.25737949,0,18.59053071,30.33183534,9.967957042,0,-1.7,12,148.124,6.976638734,3.133048071,1.320753083,4.221203704,0.264689991,4.221203704,0.070255274,0.986018519,0.070255274,0.986018519,-0.264689991,2.1436,47.468,156.188,0,2,0,0,0,0,2,2,2,0,2,0,1,0,0,0,58,0,0,0,0,0,0,9.967957042,0,0,0,6.066367068,24.26546827,24.15398221,5.693927995,0,0,0,9.967957042,0,0,0,48.92236606,0,11.25737949,0,0,0,0,9.967957042,0,0,0,48.92236606,0,11.25737949,0,25.78,0,0,8.164311697,0,2.088425926,0,9.757392763,5.323202948,0,0
366-18-7,67,1,NO,NO,C1=CC=NC(=C1)C2=CC=CC=N2,ROFVEXUMMXZLPA-UHFFFAOYSA-N,Organoheterocyclic compounds,2.45714948,305.2315896,8.22576835,6.513229345,6.513229345,5.966326495,3.790961644,3.790961644,2.429955801,2.429955801,1.59221739,1.59221739,1.028549011,1.028549011,0,0,0,0,0,11.38785599,0,12.39368714,36.39820241,9.967957042,0,-1.7,12,148.124,6.976638734,3.133048071,1.320753083,4.186481481,0.25462112,4.186481481,0.08855998,0.914907407,0.08855998,0.914907407,-0.25462112,2.1436,47.468,156.188,0,2,0,0,0,0,2,2,2,0,2,0,1,0,0,0,58,0,0,0,0,0,0,9.967957042,0,0,0,12.13273414,24.26546827,12.39368714,11.38785599,0,0,0,9.967957042,0,0,0,48.79188955,0,11.38785599,0,0,0,0,9.967957042,0,0,0,48.79188955,0,11.38785599,0,25.78,0,0,8.372962963,0,1.829814815,0,11.59481481,3.535740741,0,0
834-12-8,121.5,2,NO,NO,CCNC1=NC(=NC(=N1)SC)NC(C)C,RQVYBGPQFYCBGX-UHFFFAOYSA-N,Organoheterocyclic compounds,2.891747032,315.3710554,11.25914855,9.534346127,10.35084271,7.151397005,4.958049067,6.182793938,3.298690315,4.072086977,1.550133234,2.097855792,1.007707794,1.363218731,0,0,0,0,17.93851939,11.70119289,11.76188495,0,13.17950638,39.43298717,0,-1.04,15,210.201,12.03163324,5.747178635,3.907554427,4.263926682,0.354326855,4.263926682,0.228190235,0.316280234,0.228190235,0.316280234,-0.354326855,1.8456,64.5304,227.337,2,5,0,0,0,0,1,1,6,2,6,0,5,0,0,0,84,10.63357721,0,5.156436482,11.89667856,0,0,0,0,14.95193556,0,11.76188495,27.02698078,12.58659724,0,0,23.65856351,0,14.95193556,0,31.96948891,23.4341028,0,0,0,10.63357721,11.89667856,0,11.76188495,33.79430198,0,0,20.7712116,5.156436482,0,0,0,62.73,0,1.507851474,12.75594671,6.969038171,0,1.250277778,0.316280234,1.948624339,6.918647959,0
6921-35-3,33.9,1,NO,NO,CC1(COC1)C,RVGLUKRYMXEQAH-UHFFFAOYSA-N,Organoheterocyclic compounds,2.311442466,50.95878456,4.621320344,4.322461853,4.322461853,2.707106781,2.28445705,2.28445705,2.657012842,2.657012842,0.98559856,0.98559856,0.510310363,0.510310363,0,0,0,0,5.414990469,13.21376393,0,0,0,13.8474744,4.736862954,-0.04,6,76.054,4.127785235,0.968848852,0.547586172,4.9375,0.380159609,4.9375,0.05389638,0.5,0.05389638,0.5,-0.380159609,1.0428,24.6,86.134,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,36,4.736862954,0,0,0,0,0,0,0,0,0,13.8474744,0,5.414990469,13.21376393,4.736862954,0,0,0,5.414990469,13.8474744,13.21376393,0,0,0,0,0,0,0,13.21376393,4.736862954,5.414990469,13.8474744,0,0,0,0,9.23,4.9375,0,0,0,0.5,0,0,0,6.3125,0
123-75-1,37.6,1,NO,NO,C1CCNC1,RWRDLPDLKQPQOW-UHFFFAOYSA-N,Organoheterocyclic compounds,2.083333333,15.21928095,3.535533906,3.328427125,3.328427125,2.5,2.207106781,2.207106781,1.457106781,1.457106781,0.957106781,0.957106781,0.625,0.625,0,0,0,0,0,0,25.93115606,0,0,5.316788604,0,-0.04,5,62.051,3.161612903,1.410312175,0.618363684,3.222222222,0.316730921,3.222222222,-0.004844704,1.25,0.004844704,1.25,-0.316730921,0.3698,22.1037,71.123,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,30,5.316788604,0,0,0,0,0,0,0,0,0,0,25.93115606,0,0,0,0,0,5.316788604,0,12.84164325,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,12.84164325,0,0,0,0,12.03,0,0,0,3.222222222,0,0,0,2.777777778,2.5,0
106-58-1,42.5,2,NO,NO,CN1CCN(CC1)C,RXYPXQSKLGGKOL-UHFFFAOYSA-N,Organoheterocyclic compounds,2.192377158,54.92878689,5.983127663,5.722854316,5.722854316,3.7876937,3.159338255,3.159338255,2.606551851,2.606551851,1.726882723,1.726882723,0.90644951,0.90644951,0,0,0,0,0,0,26.17902562,0,0,23.89516343,0,-0.08,8,100.08,6.046262626,2.464484912,1.456225286,2.361111111,0.303826522,2.361111111,0.01067398,1.232638889,0.01067398,1.232638889,-0.303826522,-0.1364,34.994,114.192,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,48,9.799819462,0,0,0,0,0,0,0,0,0,0,14.09534397,26.17902562,0,0,0,0,9.799819462,0,0,40.27436959,0,0,0,0,0,0,0,50.07418905,0,0,0,0,0,0,0,6.48,0,0,4.722222222,0,0,0,0,0,4.930555556,4.347222222
58414-52-1,60.9,1,NO,NO,COC(=O)CC1=CSC=C1,RZGRWVULDSXQSM-UHFFFAOYSA-N,Organoheterocyclic compounds,2.481469363,203.3905001,7.397341225,5.66390246,6.480399041,4.825698503,2.905691485,3.848500527,1.884507589,2.664540904,1.156233687,1.888283484,0.632071277,1.300691801,0,4.794537184,0,5.969305288,6.420821623,5.563451492,7.109797541,11.33678588,16.82649261,4.736862954,0,-0.83,10,148.142,7.279051254,3.366309337,1.842927825,10.66157407,0.468751306,10.66157407,0.309507268,0.182037037,0.309507268,-0.182037037,-0.468751306,1.4636,40.039,156.206,0,2,0,0,0,0,1,1,3,0,3,0,2,0,0,0,54,4.736862954,0,0,0,0,5.969305288,4.794537184,0,11.33678588,0,0,22.3899441,0,13.53061916,9.531400138,17.30609117,0,0,0,6.420821623,7.109797541,22.3899441,0,0,0,0,0,11.33678588,13.07910283,15.95222176,0,5.563451492,16.82649261,0,0,0,26.3,4.489212963,1.584283825,10.66157407,3.88412037,1.024861111,-0.182037037,1.918240741,0.388888889,0,1.397521731
823-22-3,59.5,2,NO,NO,CC1CCCC(=O)O1,RZTOWFMDBDPERY-UHFFFAOYSA-N,Organoheterocyclic compounds,2.336356083,98.70165767,5.983127663,5.015167194,5.015167194,3.7876937,2.983102501,2.983102501,2.192705341,2.192705341,1.32418157,1.32418157,0.87610036,0.87610036,0,4.794537184,0,12.07327168,6.420821623,12.84164325,0,0,6.9237372,0,4.736862954,-0.53,8,104.064,5.603868809,2.158633812,1.218715724,10.45125,0.462658422,10.45125,0.305546304,0.038194444,0.305546304,-0.038194444,-0.462658422,1.102,29.405,114.144,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,46,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,0,19.76538045,6.420821623,6.103966388,9.531400138,5.969305288,0,0,0,32.29016846,0,0,0,0,0,0,0,0,12.07327168,9.531400138,0,26.18620207,0,0,0,0,26.3,4.847222222,0,10.45125,0,0,-0.038194444,0,2.812083333,1.927638889,0
1484-12-4,79.5,1,NO,NO,CN1C2=CC=CC=C2C3=CC=CC=C31,SDFLTYHTFPTIGX-UHFFFAOYSA-N,Organoheterocyclic compounds,2.688523884,551.4846363,9.543605595,8.066015749,8.066015749,6.877010098,4.799127729,4.799127729,3.593315111,3.593315111,2.82098011,2.82098011,2.117524028,2.117524028,0,0,0,0,0,0,21.80584986,0,0,60.14570818,0,-1.76,14,170.15,7.6259519,2.612505417,0.841112007,2.240740741,0.343608721,2.240740741,0.048821595,1.299722222,0.048821595,1.299722222,-0.343608721,3.3315,60.425,181.238,0,1,0,0,0,2,1,3,1,0,1,0,0,0,0,0,68,4.567099648,0,0,0,0,0,0,0,0,0,36.39820241,12.13273414,28.85352185,0,0,21.80584986,0,4.567099648,7.047671983,0,0,48.53093655,0,0,0,0,0,0,4.567099648,7.047671983,0,0,48.53093655,0,21.80584986,0,4.93,2.240740741,0,0,2.677037037,2.599444444,0,17.0337037,0,0,2.115740741
7164-98-9,79.5,2,NO,NO,C1=CC=C(C=C1)N2C=CN=C2,SEULWJSKCVACTH-UHFFFAOYSA-N,Organoheterocyclic compounds,2.464776979,310.5534952,7.518661569,6.013229345,6.013229345,5.466326495,3.500419293,3.500419293,2.305502897,2.305502897,1.558739217,1.558739217,1.011976417,1.011976417,0,0,0,0,0,5.687386275,0,12.52416365,41.09577856,4.983978521,0,-1.57,11,136.113,6.160248408,2.580198847,1.147241229,3.961519274,0.306334544,3.961519274,0.099120195,1.143518519,0.099120195,1.143518519,-0.306334544,1.8723,43.564,144.177,0,2,0,0,0,1,1,2,2,0,2,0,1,0,0,0,54,4.567099648,0,0,0,0,0,0,4.983978521,0,0,18.19910121,12.13273414,18.08107342,6.327320075,0,0,0,9.551078169,0,0,0,49.05284256,0,5.687386275,0,0,0,0,9.551078169,0,0,0,49.05284256,0,5.687386275,0,17.82,1.972222222,0,3.961519274,0,1.143518519,0,10.10561036,5.483796296,0,0
496-14-0,53.7,1,NO,NO,C1C2=CC=CC=C2CO1,SFLGSKRGOWRGBR-UHFFFAOYSA-N,Organoheterocyclic compounds,2.53519474,194.5625496,6.104448007,5.13186293,5.13186293,4.466326495,3.11180732,3.11180732,2.261509608,2.261509608,1.633515986,1.633515986,1.110059784,1.110059784,0,0,0,0,0,13.21376393,11.12690298,0,12.13273414,12.13273414,4.736862954,-0.82,9,112.087,5.00399457,1.848446213,0.73591377,5.214907407,0.372072541,5.214907407,0.072448459,0.801759259,0.072448459,0.801759259,-0.372072541,1.7168,34.935,120.151,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,46,4.736862954,0,0,0,0,0,0,0,0,0,24.26546827,11.12690298,0,13.21376393,4.736862954,0,0,0,0,13.21376393,0,35.39237126,0,0,0,0,0,0,0,17.95062688,0,11.12690298,24.26546827,0,0,0,9.23,5.214907407,0,0,0,2.689814815,0,8.325092593,0,1.603518519,0
3001-72-7,61.5,2,NO,NO,C1CC2=NCCCN2C1,SGUVLZREKBPKCE-UHFFFAOYSA-N,Organoheterocyclic compounds,2.155143527,139.8515772,6.104448007,5.637067878,5.637067878,4.466326495,3.749450284,3.749450284,2.742103387,2.742103387,2.073905336,2.073905336,1.604804173,1.604804173,0,0,0,0,0,6.544756406,38.18759747,0,0,9.892314463,0,-0.53,9,112.091,5.270170382,2.010926773,0.823963656,4.434027778,0.360293233,4.434027778,0.098910007,1.075231481,0.098910007,1.075231481,-0.360293233,0.8844,37.726,124.187,0,2,0,2,2,0,0,0,2,0,2,0,0,0,1,1,50,4.899909731,0,0,0,0,0,4.992404733,0,0,0,0,12.84164325,26.05509084,5.835619786,0,5.835619786,0,4.899909731,4.992404733,19.26246487,19.63426922,0,0,0,0,0,0,0,30.36979873,0,0,19.26246487,4.992404733,0,0,0,15.6,0,0,6.854166667,0,0,1.376157407,0,3.835648148,3.600694444,0
120-72-9,65.3,1,NO,NO,C1=CC=C2C(=C1)C=CN2,SIKJAQJRHWYJAI-UHFFFAOYSA-N,Organoheterocyclic compounds,2.95465979,278.5454212,6.104448007,4.964101615,4.964101615,4.466326495,2.988033872,2.988033872,2.064921349,2.064921349,1.462517642,1.462517642,0.995014113,0.995014113,0,0,0,0,0,0,10.90292493,0,18.32957771,23.18307973,0,-1.24,9,110.095,4.621116324,1.621724282,0.616663403,3.119537037,0.361176291,3.119537037,0.045339347,1.206018519,0.045339347,1.206018519,-0.361176291,2.1679,38.2987,117.151,1,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,44,4.983978521,0,0,0,0,0,0,0,0,0,18.19910121,17.51895835,11.71354429,0,0,10.90292493,0,4.983978521,0,0,0,36.52867891,0,0,0,0,0,0,4.983978521,0,0,0,36.52867891,0,10.90292493,0,15.79,0,0,3.119537037,1.275462963,1.206018519,0,10.28324074,1.949074074,0,0
33214-18-5,63.7,1,NO,NO,CCCN1C=CN=C1C,SIQHSJOKAUDDLN-UHFFFAOYSA-N,Organoheterocyclic compounds,2.688675037,178.7967608,6.690234444,5.963341292,5.963341292,4.342535255,3.320279256,3.320279256,2.167849749,2.167849749,1.388150267,1.388150267,0.880944988,0.880944988,0,0,0,0,0,12.3691609,6.420821623,0,19.31742434,16.47481537,0,-0.79,9,112.091,6.33180268,2.667270004,1.312742009,4.098194444,0.335186921,4.098194444,0.104974187,1.08912037,0.104974187,1.08912037,-0.335186921,1.60152,37.255,124.187,0,2,0,0,0,0,1,1,2,0,2,0,2,0,0,0,50,4.567099648,5.824404498,0,0,0,0,0,4.983978521,0,0,6.9237372,13.34455882,18.93844355,0,0,0,0,9.551078169,0,26.81305243,0,18.21809164,0,0,0,0,0,0,9.551078169,6.544756406,6.9237372,19.16896332,12.39368714,0,0,0,17.82,2.152777778,0,4.098194444,0,0,1.108194444,0,5.028796296,5.278703704,0
109-02-4,39.3,5,NO,NO,CN1CCOCC1,SJRJJKPEHAURKC-UHFFFAOYSA-N,Organoheterocyclic compounds,2.12291795,50.04184398,5.112884175,4.683889011,4.683889011,3.39384685,2.657019397,2.657019397,1.915648361,1.915648361,1.234690682,1.234690682,0.654638547,0.654638547,0,0,0,0,0,26.30327674,0,0,0,11.94758171,4.736862954,-0.08,7,90.061,5.064508671,2.284554637,1.450252015,5.098194444,0.378793176,5.098194444,0.059350098,0.913194444,0.059350098,0.913194444,-0.378793176,-0.0516,28.316,101.149,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,42,9.636772685,0,0,0,0,0,0,0,0,0,0,7.047671983,13.08951281,13.21376393,4.736862954,0,0,4.899909731,0,0,33.35094872,0,0,0,0,0,0,0,38.25085845,4.736862954,0,0,0,0,0,0,12.47,5.098194444,0,2.267361111,0,0,0,0,0,4.020833333,2.113611111
3612-20-2,78,1,NO,NO,C1CN(CCC1=O)CC2=CC=CC=C2,SJZKULRDWHPHGG-UHFFFAOYSA-N,Organoheterocyclic compounds,1.894682199,297.3575849,9.803118619,8.277747138,8.277747138,6.843336593,5.124151218,5.124151218,3.800421566,3.800421566,2.662745511,2.662745511,1.80216474,1.80216474,0,4.794537184,0,0,5.783244946,32.47591246,5.563451492,0,6.066367068,29.165378,0,-1.15,14,174.138,9.406764717,4.378258362,2.421531264,11.03438366,0.299611093,11.03438366,0.134961281,0.411399702,0.134961281,0.411399702,-0.299611093,1.8515,55.96,189.258,0,2,0,1,1,1,0,1,2,0,2,0,2,0,1,1,74,0,5.783244946,0,0,0,0,9.694446915,0,0,0,30.33183534,5.563451492,32.47591246,0,4.794537184,5.783244946,0,4.899909731,0,19.38639965,13.08951281,35.89528683,0,0,0,0,0,0,23.77266749,11.33929359,0,18.40509474,30.33183534,0,0,0,20.31,0,0,13.37836514,0,1.335045351,0.411399702,10.42157633,1.458003118,2.828943689,0
91-63-4,63.3,3,NO,NO,CC1=NC2=CC=CC=C2C=C1,SMUQFGGVLNAIOZ-UHFFFAOYSA-N,Organoheterocyclic compounds,2.828901216,379.2844904,7.681798276,6.411315211,6.411315211,5.360173345,3.685247467,3.685247467,2.645333835,2.645333835,1.737653144,1.737653144,1.167925831,1.167925831,0,0,0,0,0,11.21062871,5.386224214,0,31.18920547,17.11671266,0,-1.37,11,134.117,6.347187817,2.347314164,1.092979818,4.375648148,0.253142596,4.375648148,0.07046502,1.07287037,0.07046502,1.07287037,-0.253142596,2.54322,46.48,143.189,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,54,0,0,0,0,0,0,4.983978521,0,0,0,24.26546827,19.05647134,11.08015221,5.516700718,0,10.90292493,0,4.983978521,0,6.9237372,0,42.09213041,0,0,0,0,0,0,4.983978521,0,6.9237372,5.693927995,36.39820241,0,10.90292493,0,12.89,0,0,4.375648148,1.206574074,2.149259259,0,12.26212963,0,2.006388889,0
91-22-5,58.1,1,NO,NO,C1=CC=C2C(=C1)C=CC=N2,SMWDFEZZVXVKRB-UHFFFAOYSA-N,Organoheterocyclic compounds,2.888051602,275.7051383,6.811554788,5.48866548,5.48866548,4.966326495,3.264497758,3.264497758,2.196103125,2.196103125,1.512225264,1.512225264,1.016070174,1.016070174,0,0,0,0,0,5.516700718,5.386224214,0,30.46231185,17.11671266,0,-1.37,10,122.106,5.417604503,2.102543035,0.75988141,4.181203704,0.256266728,4.181203704,0.070143484,1.060185185,0.070143484,1.060185185,-0.256266728,2.2348,41.743,129.162,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,48,0,0,0,0,0,0,4.983978521,0,0,0,24.26546827,12.13273414,11.58306779,5.516700718,0,10.90292493,0,4.983978521,0,0,0,42.59504598,0,0,0,0,0,0,4.983978521,0,0,0,42.59504598,0,10.90292493,0,12.89,0,0,4.181203704,1.199074074,1.060185185,0,12.085,1.80787037,0,0
54-11-5,63.9,1,NO,NO,CN1CCCC1C2=CN=CC=C2,SNICXCGAKADSCV-UHFFFAOYSA-N,Organoheterocyclic compounds,2.194591658,245.275309,8.388905057,7.402498881,7.402498881,5.877010098,4.478978392,4.478978392,3.424992539,3.424992539,2.589629436,2.589629436,1.904487451,1.904487451,0,0,0,0,6.041840829,0,24.94985114,0,18.46005421,22.9979273,0,-0.89,12,148.124,7.743335629,3.232933926,1.344570625,4.137037037,0.299307149,4.137037037,0.036029667,0.609907407,0.036029667,0.609907407,-0.299307149,1.8483,48.842,162.236,0,2,0,1,1,0,1,1,2,0,2,0,1,0,1,1,64,0,0,0,0,0,0,9.883888252,0,0,0,6.066367068,38.06389019,18.43552797,0,0,0,0,9.883888252,0,18.88348407,13.59242839,30.08987277,0,0,0,0,0,0,23.47631664,0,0,24.44693557,24.52642128,0,0,0,16.13,0,0,6.536851852,0,1.358796296,0,4.791435185,6.405944822,1.221786659,2.185185185
