CAS,dvap,num,External,VOC,SMILES,Key,Family,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
127-18-4,39.7,2,NO,YES,C(=C(Cl)Cl)(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,Organohalogen compounds,3.675948765,55.61727061,5.154700538,2.511857892,5.535573676,2.64273441,1.005928946,2.517786838,0.520821616,2.419607705,0.142857143,1.285714286,0,0,0,0,0,8.982936348,0,0,0,0,0,0,46.40375956,0.9,6,165.834,6.9,2.975404327,3.104081633,4.99382716,0.136441793,4.99382716,0.136441793,0.098765432,0.068220897,-0.098765432,-0.068220897,3.0682,30.438,165.834,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,36,0,8.982936348,0,0,0,0,0,0,0,0,46.40375956,0,0,0,0,46.40375956,0,0,0,0,0,8.982936348,0,0,0,0,0,46.40375956,0,0,0,0,8.982936348,0,0,0,0,-0.197530864,19.97530864,0,0,0,0,0,0,0,0
74-95-3,37,1,NO,YES,C(Br)Br,FJBFPHVGVWTDIP-UHFFFAOYSA-N,Organohalogen compounds,1.632993162,2.754887502,2.707106781,1.463035727,4.635028805,1.414213562,0.534522484,2.777460299,0.101015254,2.72741187,0,0,0,0,0,0,0,0,0,4.239357671,0,0,0,31.8598878,0,0.96,3,171.819,3.96,2.96,2.96,3.0625,0.080248651,3.0625,0.058788888,0.875,0.058788888,0.875,-0.080248651,1.7337,22.721,173.835,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,31.8598878,0,0,4.239357671,0,31.8598878,0,0,0,0,4.239357671,0,0,0,0,0,0,31.8598878,4.239357671,0,0,0,0,0,0,0,0,0.875,6.125,0,0,0,0,0,0,0,0
67-66-3,31.2,2,NO,YES,C(Cl)(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,Organohalogen compounds,2.323790008,8,3.577350269,1.711243688,3.979030526,1.732050808,0.654653671,1.963961012,0.24743583,2.226922467,0,0,0,0,4.295451512,0,0,0,0,0,0,0,0,0,34.80281967,0.87,4,118.37,4.87,2.128397933,13.25948342,4.805555556,0.180106635,4.805555556,0.180106635,0.75,0.087411528,-0.75,-0.087411528,1.9864,21.347,119.378,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,4.295451512,0,0,0,0,0,0,0,34.80281967,0,0,0,0,34.80281967,0,0,0,4.295451512,0,0,0,0,0,0,0,34.80281967,4.295451512,0,0,0,0,0,0,0,0,-0.75,14.41666667,0,0,0,0,0,0,0,0
75-00-3,24.6,2,NO,YES,CCCl,HRYZWHHZPQKTII-UHFFFAOYSA-N,Organohalogen compounds,1.632993162,2.754887502,2.707106781,2.085071254,2.8410002,1.414213562,0.974368023,1.508890507,0.267261242,0.801783726,0,0,0,0,0,0,0,0,0,5.880003445,0,0,6.9237372,0,11.60093989,0.29,3,59.475,3.29,2.29,2.29,4.99845679,0.127017656,4.99845679,0.0194567,0.722222222,0.0194567,0.722222222,-0.127017656,1.2451,16.394,64.515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11.60093989,6.9237372,0,5.880003445,0,0,11.60093989,0,0,0,6.9237372,5.880003445,0,0,0,0,0,0,11.60093989,5.880003445,0,0,6.9237372,0,0,0,0,0,0,4.99845679,0,0,0,0.722222222,0,0,1.890432099,0
75-26-3,30.4,2,NO,YES,CC(C)Br,NAMYKGVDVNBCFQ-UHFFFAOYSA-N,Organohalogen compounds,2.323790008,8,3.577350269,2.955314742,4.541311281,1.732050808,1.372918429,2.288593957,1.01378605,2.845137107,0,0,0,0,0,0,0,0,4.82717407,0,0,0,0,29.7774183,0,0.48,4,115.937,4.48,1.767356322,23.57722222,3.270833333,0.089670319,3.270833333,0.008875443,0.645833333,0.008875443,0.645833333,-0.089670319,1.7897,24.063,122.993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,29.7774183,0,4.82717407,0,0,15.9299439,0,0,0,18.67464847,0,0,0,0,0,0,0,15.9299439,4.82717407,0,0,13.8474744,0,0,0,0,0,0,3.270833333,0.645833333,0,0,0,0,0,4.166666667,0
2163-00-0,56.3,1,NO,YES,C(CCCCl)CCCl,OVISMSJCKCDOPU-UHFFFAOYSA-N,Organohalogen compounds,2.530060457,31.509775,6.242640687,4.998569633,6.510427525,3.914213562,3.034522484,4.103567451,1.792178035,2.548106981,1.017261242,1.551783726,0.542535627,0.9205001,0,0,0,0,0,24.60165014,12.84164325,0,0,0,23.20187978,0.58,8,142.972,8.58,7.58,6.58,5.447470081,0.12671697,5.447470081,0.02229558,0.79393424,0.02229558,0.79393424,-0.12671697,3.0244,39.908,155.068,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,23.20187978,12.84164325,12.84164325,11.76000689,0,0,23.20187978,0,0,0,25.68328649,11.76000689,0,0,0,0,0,0,23.20187978,11.76000689,0,0,25.68328649,0,0,0,0,0,0,10.89494016,0,0,0,1.587868481,0,4.73941358,0,0
75-34-3,30.6,1,NO,YES,CC(Cl)Cl,SCYULBFZEHDVBN-UHFFFAOYSA-N,Organohalogen compounds,2.323790008,8.754887502,3.577350269,2.333279215,3.845137107,1.732050808,1.01378605,1.886657611,0.51891439,2.05161483,0,0,0,0,0,0,0,4.83626969,0,0,0,6.9237372,0,0,23.20187978,0.58,4,94.928,4.58,1.859329609,19.14599287,5.040123457,0.105706289,5.040123457,0.104589173,0.222222222,0.104589173,-0.222222222,-0.105706289,1.81,21.168,98.96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,4.83626969,0,0,0,0,0,0,0,23.20187978,0,6.9237372,0,0,0,23.20187978,0,0,0,11.76000689,0,0,0,0,0,0,0,23.20187978,4.83626969,0,0,6.9237372,0,0,0,0,0,0,10.08024691,-0.222222222,0,0,0,0,0,1.697530864,0
540-54-5,28.8,2,NO,YES,CCCCl,SNMVRZFUUCLYTO-UHFFFAOYSA-N,Organohalogen compounds,1.974744871,5.245112498,3.414213562,2.792178035,3.548106981,1.914213562,1.474368023,2.008890507,0.688982237,1.06694671,0.188982237,0.56694671,0,0,0,0,0,0,0,12.30082507,0,0,6.9237372,0,11.60093989,0.29,4,71.486,4.29,3.29,2.29,5.18595679,0.126727887,5.18595679,0.022033046,0.791666667,0.022033046,0.791666667,-0.126727887,1.6352,21.011,78.542,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,11.60093989,6.9237372,6.420821623,5.880003445,0,0,11.60093989,0,0,0,13.34455882,5.880003445,0,0,0,0,0,0,11.60093989,5.880003445,0,0,13.34455882,0,0,0,0,0,0,5.18595679,0,0,0,0.791666667,0,1.084876543,2.048611111,0
79-00-5,40.2,4,NO,YES,C(C(Cl)Cl)Cl,UBOXGVDOUJQMTN-UHFFFAOYSA-N,Organohalogen compounds,2.539538861,18.85475297,4.28445705,2.418350469,4.686137307,2.27005561,1.111945313,2.519339358,0.54538866,2.131037639,0.116642369,1.049781318,0,0,4.83626969,0,0,0,5.880003445,0,0,0,0,0,34.80281967,0.87,5,130.381,5.87,3.075338809,4.87,5.095679012,0.123771711,5.095679012,0.120828725,0.308641975,0.120828725,-0.405864198,-0.123771711,2.0289,26.214,133.405,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,32,0,4.83626969,0,0,0,0,0,0,0,34.80281967,0,0,0,5.880003445,0,34.80281967,0,0,0,4.83626969,5.880003445,0,0,0,0,0,0,34.80281967,10.71627314,0,0,0,0,0,0,0,0,0,15.26388889,-0.405864198,0,0,0.308641975,0,0,0,0
71-55-6,32.5,3,NO,YES,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,Organohalogen compounds,3.023715784,20.36452798,4.5,2.633893419,4.901680257,2,1.06694671,2.200840129,0.781232424,3.629411557,0,0,0,0,3.792535936,0,0,0,0,0,6.9237372,0,0,0,34.80281967,0.87,5,130.381,5.87,1.545387578,52.99736161,5.06095679,0.187382185,5.06095679,0.187382185,1.083333333,0.084013451,-1.083333333,-0.084013451,2.3765,25.964,133.405,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,32,0,0,3.792535936,0,0,0,0,0,0,0,34.80281967,6.9237372,0,0,0,34.80281967,0,0,0,10.71627314,0,0,0,0,0,0,0,34.80281967,3.792535936,0,0,6.9237372,0,0,0,0,0,-1.083333333,15.18287037,0,0,0,0,0,0,1.483796296,0
56-23-5,32.4,3,NO,YES,C(Cl)(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N,Organohalogen compounds,3.023715784,19.11941548,4.5,2.011857892,5.035573676,2,0.755928946,2.267786838,0.428571429,3.857142857,0,0,0,0,3.251717758,0,0,0,0,0,0,0,0,0,46.40375956,1.16,5,153.823,6.16,1.741848257,38.29198573,4.826388889,0.265685211,4.826388889,0.265685211,1.611111111,0.066421303,-1.611111111,-0.066421303,2.5529,26.143,153.823,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,0,0,0,3.251717758,0,0,0,0,0,46.40375956,0,0,0,0,46.40375956,0,0,0,3.251717758,0,0,0,0,0,0,0,46.40375956,3.251717758,0,0,0,0,0,0,0,0,-1.611111111,19.30555556,0,0,0,0,0,0,0,0
107-06-2,35,5,NO,YES,C(CCl)Cl,WSLDOOZREJYCGB-UHFFFAOYSA-N,Organohalogen compounds,1.974744871,6,3.414213562,2.170142508,3.6820004,1.914213562,1.034522484,2.103567451,0.377964473,1.133893419,0.071428571,0.642857143,0,0,0,0,0,0,11.76000689,0,0,0,0,0,23.20187978,0.58,4,94.928,4.58,3.58,2.58,5.054012346,0.125423431,5.054012346,0.035889203,0.557098765,0.035889203,0.557098765,-0.125423431,1.464,21.44,98.96,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,23.20187978,0,0,11.76000689,0,0,23.20187978,0,0,0,0,11.76000689,0,0,0,0,0,0,23.20187978,11.76000689,0,0,0,0,0,0,0,0,0,10.10802469,0,0,0,1.114197531,0,0,0,0
79-01-6,34.5,1,NO,YES,C(=C(Cl)Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,Organohalogen compounds,3.143197306,42.85475297,4.28445705,2.211243688,4.479030526,2.27005561,0.884857498,2.077222224,0.398755407,1.624837649,0.08247861,0.742307489,0,0,0,0,0,4.491468174,0,5.535201929,0,0,0,0,34.80281967,0.61,5,130.381,5.61,2.82691974,4.61,4.956790123,0.117603187,4.956790123,0.117603187,0.089506173,0.090359084,0.089506173,-0.090359084,2.5017,25.642,131.389,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,4.491468174,0,0,0,0,0,0,0,0,34.80281967,0,5.535201929,0,0,34.80281967,0,0,0,0,0,10.0266701,0,0,0,0,0,34.80281967,0,0,0,0,10.0266701,0,0,0,0,0.089506173,14.82407407,0,0,1.086419753,0,0,0,0,0
75-09-2,29.7,2,NO,YES,C(Cl)Cl,YMWUJEATGCHHMB-UHFFFAOYSA-N,Organohalogen compounds,1.632993162,2.754887502,2.707106781,1.463035727,2.974893619,1.414213562,0.534522484,1.603567451,0.101015254,0.90913729,0,0,0,0,0,0,0,5.339185267,0,0,0,0,0,0,23.20187978,0.58,3,82.917,3.58,2.58,2.58,4.763888889,0.10913233,4.763888889,0.09670639,0.194444444,0.09670639,0.194444444,-0.10913233,1.4215,16.573,84.933,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,23.20187978,0,0,0,5.339185267,0,23.20187978,0,0,0,0,5.339185267,0,0,0,0,0,0,23.20187978,5.339185267,0,0,0,0,0,0,0,0,0,9.527777778,0,0.194444444,0,0,0,0,0,0
78-84-2,32.6,2,NO,YES,CC(C)C=O,AMIMRNSIRUDHCM-UHFFFAOYSA-N,Organic oxygen compounds,2.825749369,30.62919048,4.28445705,3.562948829,3.562948829,2.27005561,1.723736132,1.723736132,1.380099699,1.380099699,0.272165527,0.272165527,0,0,0,4.794537184,0,5.917906046,0,6.286160523,0,0,13.8474744,0,0,-0.33,5,64.043,4.67,1.942479564,3.67,9.50462963,0.303111964,9.50462963,0.122016012,0.203703704,0.122016012,0.203703704,-0.303111964,0.8413,20.902,72.107,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,30,4.794537184,6.286160523,0,0,0,0,0,0,0,0,13.8474744,0,5.917906046,0,4.794537184,6.286160523,0,0,5.917906046,13.8474744,0,0,0,0,0,0,0,0,6.286160523,4.794537184,5.917906046,13.8474744,0,0,0,0,17.07,0,0,9.50462963,0,0,0.203703704,0,0.916666667,3.708333333,0
71-41-0,56.8,6,NO,YES,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N,Organic oxygen compounds,2.339092315,15.90013453,4.828427125,4.27564072,4.27564072,2.914213562,2.523334547,2.523334547,1.430713579,1.430713579,0.761667274,0.761667274,0.361803399,0.361803399,0,0,0,0,6.606881965,12.84164325,6.420821623,0,0,6.9237372,5.106527395,-0.04,6,76.054,5.96,4.96,3.96,8.197361111,0.396376571,8.197361111,0.043052233,0.355,0.043052233,0.355,-0.396376571,1.1689,26.6108,88.15,1,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,38,5.106527395,0,0,0,0,0,0,0,0,0,19.76538045,6.420821623,6.606881965,0,5.106527395,0,0,0,0,26.18620207,6.606881965,0,0,0,0,0,0,0,11.71340936,0,0,26.18620207,0,0,0,0,20.23,0,0,0,8.197361111,0,0,0,3.326944444,2.475694444,0
107-98-2,46.3,2,NO,YES,CC(COC)O,ARXJGSRGQADJSQ-UHFFFAOYSA-N,Organic oxygen compounds,2.627214848,26.72905595,4.991563832,4.139918936,4.139918936,2.77005561,1.940720874,1.940720874,1.304363167,1.304363167,0.407868933,0.407868933,0.241202266,0.241202266,0,0,0,6.103966388,6.606881965,0,0,14.03353474,0,4.736862954,5.106527395,-0.08,6,80.042,5.92,3.123252033,3.92,8.427361111,0.391019298,8.427361111,0.074497677,0.324074074,0.074497677,-0.324074074,-0.391019298,0.0136,23.5568,90.122,1,2,0,0,0,0,0,0,2,1,2,0,2,0,0,0,38,9.843390349,0,0,0,0,0,0,0,0,0,0,6.9237372,7.109797541,12.71084835,9.843390349,0,0,0,0,13.02770359,13.71667951,0,0,0,0,0,0,0,24.92717329,4.736862954,0,6.9237372,0,0,0,0,29.46,4.553240741,0,0,8.427361111,0,0,0,-0.324074074,2.114583333,1.562222222
71-23-8,47.2,8,NO,YES,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Organic oxygen compounds,1.974744871,5.245112498,3.414213562,2.861427158,2.861427158,1.914213562,1.523334547,1.523334547,0.723606798,0.723606798,0.223606798,0.223606798,0,0,0,0,0,0,6.606881965,6.420821623,0,0,6.9237372,0,5.106527395,-0.04,4,52.032,3.96,2.96,1.96,7.875,0.396387351,7.875,0.04278928,0.319444444,0.04278928,0.319444444,-0.396387351,0.3887,17.3768,60.096,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,26,5.106527395,0,0,0,0,0,0,0,0,0,6.9237372,6.420821623,6.606881965,0,5.106527395,0,0,0,0,13.34455882,6.606881965,0,0,0,0,0,0,0,11.71340936,0,0,13.34455882,0,0,0,0,20.23,0,0,0,7.875,0,0,0,0.875,2.25,0
78-92-2,48.4,5,NO,YES,CCC(C)O,BTANRVKWQNVYAZ-UHFFFAOYSA-N,Organic oxygen compounds,2.539538861,17.60964047,4.28445705,3.731670646,3.731670646,2.27005561,1.950904231,1.950904231,1.257269657,1.257269657,0.590822476,0.590822476,0,0,0,0,0,6.103966388,0,6.420821623,0,6.9237372,6.9237372,0,5.106527395,-0.04,5,64.043,4.96,2.212525253,3.96,8.361111111,0.393430087,8.361111111,0.050903904,0.115740741,0.050903904,-0.115740741,-0.393430087,0.7772,21.9718,74.123,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,32,5.106527395,0,0,0,0,0,0,0,0,0,6.9237372,13.34455882,0,6.103966388,5.106527395,0,0,0,0,26.37226241,0,0,0,0,0,0,0,0,11.21049378,0,0,20.26829602,0,0,0,0,20.23,0,0,0,8.361111111,0,0,0,0.74537037,3.726851852,0
1634-04-4,30.2,4,NO,YES,CC(C)(C)OC,BZLVMXJERCGZMT-UHFFFAOYSA-N,Organic oxygen compounds,3.168489873,33.69332843,5.207106781,4.90824829,4.90824829,2.560660172,2.112372436,2.112372436,2.316496581,2.316496581,0.612372436,0.612372436,0,0,0,0,0,5.601050811,0,0,0,7.109797541,20.7712116,0,4.736862954,-0.04,6,76.054,5.96,1.605659929,3.96,4.9375,0.379103597,4.9375,0.059425208,0.041666667,0.059425208,0.041666667,-0.379103597,1.4313,26.762,88.15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,38,4.736862954,0,0,0,0,0,0,0,0,0,0,20.7712116,7.109797541,5.601050811,4.736862954,0,0,0,0,26.37226241,7.109797541,0,0,0,0,0,0,0,12.71084835,4.736862954,0,20.7712116,0,0,0,0,9.23,4.9375,0,0,0,0.041666667,0,0,0,6.0625,1.708333333
67-64-1,30.9,2,NO,YES,CC(=O)C,CSCPPACGZOOCGX-UHFFFAOYSA-N,Organic oxygen compounds,2.803039488,26.26466251,3.577350269,2.90824829,2.90824829,1.732050808,1.204124145,1.204124145,0.90824829,0.90824829,0,0,0,0,0,4.794537184,0,5.783244946,0,0,13.8474744,0,0,0,0,-0.33,4,52.032,3.67,1.044531835,6.883957759,9.444444444,0.300343903,9.444444444,0.126267944,0.166666667,0.126267944,0.166666667,-0.300343903,0.5953,16.355,58.08,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,4.794537184,5.783244946,0,0,0,0,0,0,0,0,0,13.8474744,0,0,4.794537184,5.783244946,0,0,0,13.8474744,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,13.8474744,0,0,0,0,17.07,0,0,9.444444444,0,0,0.166666667,0,0,3.055555556,0
111-71-7,48,3,NO,YES,CCCCCCC=O,FXHGMKSSBGDXIY-UHFFFAOYSA-N,Organic oxygen compounds,2.61629309,50.34851555,6.242640687,5.521132466,5.521132466,3.914213562,3.351057332,3.351057332,2.016001973,2.016001973,1.175528666,1.175528666,0.654447596,0.654447596,0,4.794537184,0,0,0,19.12780377,19.26246487,0,0,6.9237372,0,-0.33,8,100.076,7.67,6.67,5.67,9.768008787,0.303402908,9.768008787,0.119490199,0.75,0.119490199,0.75,-0.303402908,2.1557,34.823,114.188,0,1,0,0,0,0,0,0,1,0,1,0,5,0,0,0,48,4.794537184,6.286160523,0,0,0,0,0,0,0,0,26.18620207,6.420821623,6.420821623,0,4.794537184,6.286160523,0,0,0,39.02784531,0,0,0,0,0,0,0,0,6.286160523,4.794537184,0,39.02784531,0,0,0,0,17.07,0,0,9.768008787,0,0,0,0,6.564421769,2.167569444,0
112-59-4,86.5,1,NO,YES,CCCCCCOCCOCCO,GZMAAYIALGURDQ-UHFFFAOYSA-N,Organic oxygen compounds,2.758149818,76.23904349,9.778174593,8.627671207,8.627671207,6.414213562,5.178035086,5.178035086,3.009011841,3.009011841,1.749861653,1.749861653,1.017425838,1.017425838,0,0,0,6.606881965,19.82064589,13.02770359,19.26246487,0,0,6.9237372,14.5802533,-0.12,13,168.107,12.88,11.88,11.88,8.400247185,0.393980325,8.400247185,0.070112057,0.09375,0.070112057,0.09375,-0.393980325,1.5922,52.8658,190.283,1,3,0,0,0,0,0,0,3,1,3,0,10,0,0,0,80,14.5802533,0,0,0,0,0,0,0,0,0,26.18620207,6.420821623,6.606881965,26.42752786,14.5802533,0,0,0,0,32.60702369,33.03440982,0,0,0,0,0,0,0,38.14093722,9.473725908,0,32.60702369,0,0,0,0,38.69,10.35565508,0,0,8.400247185,0,0,0,4.964107788,4.779989949,0
110-62-3,38.3,3,NO,YES,CCCCC=O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,Organic oxygen compounds,2.488403772,32.91968454,4.828427125,4.106918903,4.106918903,2.914213562,2.351057332,2.351057332,1.308895192,1.308895192,0.675528666,0.675528666,0.287457479,0.287457479,0,4.794537184,0,0,0,25.54862539,0,0,0,6.9237372,0,-0.33,6,76.054,5.67,4.67,3.67,9.56375,0.30340291,9.56375,0.119490021,0.732638889,0.119490021,0.732638889,-0.30340291,1.3755,25.589,86.134,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,36,4.794537184,6.286160523,0,0,0,0,0,0,0,0,13.34455882,6.420821623,6.420821623,0,4.794537184,6.286160523,0,0,0,26.18620207,0,0,0,0,0,0,0,0,6.286160523,4.794537184,0,26.18620207,0,0,0,0,17.07,0,0,9.56375,0,0,0,0,3.863333333,2.072916667,0
108-93-0,62.1,7,NO,YES,C1CCC(CC1)O,HPXRVTGHNJAIIH-UHFFFAOYSA-N,Organic oxygen compounds,2.12291795,46.14170945,5.112884175,4.560097771,4.560097771,3.39384685,3.074695471,3.074695471,2.291833947,2.291833947,1.574695471,1.574695471,1.081038718,1.081038718,0,0,0,6.103966388,0,12.84164325,19.26246487,0,0,0,5.106527395,-0.04,7,88.065,5.103678161,2.31410722,1.475062751,8.909166667,0.393131382,8.909166667,0.053984775,0.03587963,0.053984775,0.03587963,-0.393131382,1.3114,29.0918,100.161,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,42,5.106527395,0,0,0,0,0,0,0,0,0,19.26246487,12.84164325,0,6.103966388,5.106527395,0,0,0,0,38.2080745,0,0,0,0,0,0,0,0,11.21049378,0,0,32.10410811,0,0,0,0,20.23,0,0,0,8.909166667,0,0,0,5.924166667,0,0
75-07-0,26.9,1,NO,YES,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Organic oxygen compounds,2.187496097,10.26466251,2.707106781,1.98559856,1.98559856,1.414213562,0.81305253,0.81305253,0.23570226,0.23570226,0,0,0,0,0,0,0,0,0,6.286160523,6.9237372,0,0,0,4.794537184,-0.33,3,40.021,2.67,1.67,1.67,8.805555556,0.30371527,8.805555556,0.116405283,0.75,0.116405283,0.75,-0.30371527,0.2052,11.738,44.053,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,4.794537184,6.286160523,0,0,0,0,0,0,0,0,0,6.9237372,0,0,4.794537184,6.286160523,0,0,0,6.9237372,0,0,0,0,0,0,0,0,6.286160523,4.794537184,0,6.9237372,0,0,0,0,17.07,0,0,8.805555556,0,0,0,0,0.75,1.444444444,0
66-25-1,42.4,2,NO,YES,CCCCCC=O,JARKCYVAAOWBJS-UHFFFAOYSA-N,Organic oxygen compounds,2.558780869,41.44467836,5.535533906,4.814025684,4.814025684,3.414213562,2.851057332,2.851057332,1.662448582,1.662448582,0.925528666,0.925528666,0.477670901,0.477670901,0,4.794537184,0,0,0,19.12780377,12.84164325,0,0,6.9237372,0,-0.33,7,88.065,6.67,5.67,5.67,9.679679705,0.303402908,9.679679705,0.119490197,0.743888889,0.119490197,0.743888889,-0.303402908,1.7656,30.206,100.161,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,42,4.794537184,6.286160523,0,0,0,0,0,0,0,0,19.76538045,6.420821623,6.420821623,0,4.794537184,6.286160523,0,0,0,32.60702369,0,0,0,0,0,0,0,0,6.286160523,4.794537184,0,32.60702369,0,0,0,0,17.07,0,0,9.679679705,0,0,0,0,5.190555556,2.129764739,0
108-94-1,44.2,4,NO,YES,C1CCC(=O)CC1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,Organic oxygen compounds,2.249544095,68.24920506,5.112884175,4.443782196,4.443782196,3.39384685,2.911230926,2.911230926,2.099335306,2.099335306,1.411230926,1.411230926,0.946114263,0.946114263,0,4.794537184,0,0,5.783244946,25.68328649,6.420821623,0,0,0,0,-0.33,7,88.065,4.819925037,2.101967961,1.29814875,10.46305556,0.299717909,10.46305556,0.132411328,0.46412037,0.132411328,0.46412037,-0.299717909,1.5196,28.092,98.145,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,40,0,5.783244946,0,0,0,0,4.794537184,0,0,0,6.420821623,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,32.10410811,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,32.10410811,0,0,0,0,17.07,0,0,10.46305556,0,0,0.46412037,0,5.239490741,0,0
67-63-0,44.6,5,NO,YES,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Organic oxygen compounds,2.323790008,8,3.577350269,3.024563865,3.024563865,1.732050808,1.412899428,1.412899428,1.093748049,1.093748049,0,0,0,0,0,0,0,6.103966388,0,0,0,13.8474744,0,0,5.106527395,-0.04,4,52.032,3.96,1.297837838,1128.96,8.055555556,0.393706902,8.055555556,0.048347612,0.166666667,0.048347612,-0.166666667,-0.393706902,0.3871,17.3548,60.096,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,26,5.106527395,0,0,0,0,0,0,0,0,0,0,13.8474744,6.103966388,0,5.106527395,0,0,0,0,19.95144079,0,0,0,0,0,0,0,0,11.21049378,0,0,13.8474744,0,0,0,0,20.23,0,0,0,8.055555556,0,0,0,-0.166666667,3.444444444,0
