Num,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42,SlogP (#1),SMR (#1),LabuteASA (#1),TPSA (#1),AMW (#1),ExactMW (#1),NumLipinskiHBA (#1),NumLipinskiHBD (#1),NumRotatableBonds (#1),NumHBD (#1),NumHBA (#1),NumAmideBonds (#1),NumHeteroAtoms (#1),NumHeavyAtoms (#1),NumAtoms (#1),NumStereocenters (#1),NumUnspecifiedStereocenters (#1),NumRings (#1),NumAromaticRings (#1),NumSaturatedRings (#1),NumAliphaticRings (#1),NumAromaticHeterocycles (#1),NumSaturatedHeterocycles (#1),NumAliphaticHeterocycles (#1),NumAromaticCarbocycles (#1),NumSaturatedCarbocycles (#1),NumAliphaticCarbocycles (#1),FractionCSP3 (#1),Chi0v (#1),Chi1v (#1),Chi2v (#1),Chi3v (#1),Chi4v (#1),Chi1n (#1),Chi2n (#1),Chi3n (#1),Chi4n (#1),HallKierAlpha (#1),kappa1 (#1),kappa2 (#1),kappa3 (#1),slogp_VSA1 (#1),slogp_VSA2 (#1),slogp_VSA3 (#1),slogp_VSA4 (#1),slogp_VSA5 (#1),slogp_VSA6 (#1),slogp_VSA7 (#1),slogp_VSA8 (#1),slogp_VSA9 (#1),slogp_VSA10 (#1),slogp_VSA11 (#1),slogp_VSA12 (#1),smr_VSA1 (#1),smr_VSA2 (#1),smr_VSA3 (#1),smr_VSA4 (#1),smr_VSA5 (#1),smr_VSA6 (#1),smr_VSA7 (#1),smr_VSA8 (#1),smr_VSA9 (#1),smr_VSA10 (#1),peoe_VSA1 (#1),peoe_VSA2 (#1),peoe_VSA3 (#1),peoe_VSA4 (#1),peoe_VSA5 (#1),peoe_VSA6 (#1),peoe_VSA7 (#1),peoe_VSA8 (#1),peoe_VSA9 (#1),peoe_VSA10 (#1),peoe_VSA11 (#1),peoe_VSA12 (#1),peoe_VSA13 (#1),peoe_VSA14 (#1),MQN1 (#1),MQN2 (#1),MQN3 (#1),MQN4 (#1),MQN5 (#1),MQN6 (#1),MQN7 (#1),MQN8 (#1),MQN9 (#1),MQN10 (#1),MQN11 (#1),MQN12 (#1),MQN13 (#1),MQN14 (#1),MQN15 (#1),MQN16 (#1),MQN17 (#1),MQN18 (#1),MQN19 (#1),MQN20 (#1),MQN21 (#1),MQN22 (#1),MQN23 (#1),MQN24 (#1),MQN25 (#1),MQN26 (#1),MQN27 (#1),MQN28 (#1),MQN29 (#1),MQN30 (#1),MQN31 (#1),MQN32 (#1),MQN33 (#1),MQN34 (#1),MQN35 (#1),MQN36 (#1),MQN37 (#1),MQN38 (#1),MQN39 (#1),MQN40 (#1),MQN41 (#1),MQN42 (#1),Temp (K),∆∆G (Kcal/mol)
3012,3.4514,63.7607,91.6973822039251,29.1,205.301,205.146664228,2,1,5,1,1,1,2,15,34,1,0,1,1,0,0,0,0,0,1,0,0,0.461538461538462,9.49367024916126,5.59618822318974,3.89855226937426,2.47960079676462,1.42834961610232,5.59618822318974,3.89855226937426,2.47960079676462,1.42834961610232,-1.31,11.763046018992,6.22555352045782,4.15143679034548,5.31678860400633,5.90717972935151,4.79453718407182,5.91790604616139,33.1099392681593,30.3318353423081,0,0,0,5.68738627468356,0,0,4.79453718407182,0,0,5.91790604616139,33.1099392681593,5.31678860400633,30.3318353423081,0,0,11.5945660040351,5.31678860400633,4.79453718407182,0,0,0,44.8882188506181,18.5535557598492,11.605292320845,0,0,0,5.90717972935151,0,0,13,0,0,0,0,0,0,1,0,1,0,15,8,1,0,3,3,0,5,3,2,1,1,0,0,3,4,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.66188830253698
3013,5.77490000000001,97.5507,138.832984039717,29.1,309.453,309.209264484,2,1,5,1,1,1,2,23,50,1,0,3,2,1,1,0,0,0,2,1,1,0.476190476190476,14.0541481814763,9.01852685177403,7.03361427155351,5.1972596353777,3.62514614822053,9.01852685177403,7.03361427155351,5.1972596353777,3.62514614822053,-1.83,16.0428154234832,7.6291564221539,4.34018867828608,5.31678860400633,5.90717972935151,4.79453718407182,11.8358120923228,51.8694885601727,42.4645694792313,0,10.7724484289296,0,5.68738627468356,0,0,4.79453718407182,0,0,11.8358120923228,51.8694885601727,5.31678860400633,42.4645694792313,0,0,22.3670144329647,5.31678860400633,4.79453718407182,0,0,0,69.3596806566287,41.6647318578662,11.605292320845,0,0,0,5.90717972935151,0,0,21,0,0,0,0,0,0,1,0,1,0,23,7,1,0,12,5,0,5,3,2,1,1,0,0,2,3,2,0,12,4,0,0,0,0,3,0,0,0,0,2,1,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.66188830253698
3014,4.1204,85.4067000000001,125.503079525099,38.33,283.371,283.157228912,3,1,7,1,2,1,3,21,42,1,0,2,2,0,0,0,0,0,2,0,0,0.277777777777778,12.2886698855733,7.2925643243529,5.06006651148874,3.28231887792131,2.01429899073469,7.2925643243529,5.06006651148874,3.28231887792131,2.01429899073469,-2.29,15.1055889056978,8.09889876103882,5.30279143662814,10.0536515578064,12.5140616938644,4.79453718407182,5.91790604616139,19.7653804455426,60.6636706846161,0,0,0,5.68738627468356,5.74951183328391,0,9.53140013787187,0,0,5.91790604616139,19.7653804455426,11.9236705685192,60.6636706846161,0,5.74951183328391,11.5945660040351,10.0536515578064,4.79453718407182,0,0,0,43.3219396104603,37.1071115196985,11.605292320845,6.60688196451292,5.74951183328391,0,5.90717972935151,0,0,18,0,0,0,0,0,0,1,0,2,0,21,9,1,0,6,6,0,7,5,3,1,1,0,0,2,5,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.81774383301395
3015,5.2736,102.9127,148.184744056835,38.33,333.431,333.172878976,3,1,7,1,2,1,3,25,48,1,0,3,3,0,0,0,0,0,3,0,0,0.227272727272727,14.4433704239525,8.69726486273215,6.25597092491257,4.25799542383749,2.75988882456393,8.69726486273215,6.25597092491257,4.25799542383749,2.75988882456393,-2.81,17.0273663027695,8.33607553531615,4.83108739273472,10.0536515578064,12.5140616938644,4.79453718407182,5.91790604616139,19.7653804455426,72.7964048215393,0,10.7724484289296,0,5.68738627468356,5.74951183328391,0,9.53140013787187,0,0,5.91790604616139,19.7653804455426,11.9236705685192,72.7964048215393,0,5.74951183328391,22.3670144329647,10.0536515578064,4.79453718407182,0,0,0,55.4546737473835,47.879559948628,11.605292320845,6.60688196451292,5.74951183328391,0,5.90717972935151,0,0,22,0,0,0,0,0,0,1,0,2,0,25,9,1,0,9,8,0,7,5,3,1,1,0,0,2,5,2,0,12,4,0,0,0,0,3,0,0,0,0,2,1,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.73443190221565
3016,4.3957,108.7712,165.597026273104,64.63,381.472,381.194008344,5,1,8,1,4,1,5,28,55,1,0,3,2,0,1,0,0,1,2,0,0,0.391304347826087,16.4944360024917,9.89173518349725,7.12088406346465,4.97428183444667,3.27929984679898,9.89173518349725,7.12088406346465,4.97428183444667,3.27929984679898,-2.82,19.9282615284905,9.39862645154738,5.12295619259424,10.0536515578064,25.0902489463292,22.3730433837239,5.91790604616139,48.1740093043961,42.4645694792313,0,0,0,5.68738627468356,5.74951183328391,0,19.0628002757437,0,0,5.91790604616139,39.5307608910853,18.5305525330322,59.1549239543223,0,5.74951183328391,17.5638712919869,14.7905145116064,4.79453718407182,4.79453718407182,0,0,19.0564713366138,67.6449403941707,18.026113943771,18.7772154207228,5.74951183328391,0,5.90717972935151,0,5.96930528795185,23,0,0,0,0,0,0,1,0,3,1,28,12,2,0,10,6,0,8,9,5,1,1,0,0,4,6,3,0,10,5,0,0,0,1,2,0,0,0,0,2,1,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.81774383301395
3017,4.2036,93.3987,137.336021423467,47.56,315.413,315.18344366,4,1,8,1,3,1,4,23,48,1,0,2,2,0,0,0,0,0,2,0,0,0.421052631578947,14.0422176376579,7.98993137256507,5.7840947163822,4.06733378077817,2.5862604068245,7.98993137256507,5.7840947163822,4.06733378077817,2.5862604068245,-1.91,17.4439575640293,8.65175775774877,5.04758110957021,5.31678860400633,26.4168015412418,14.2682630916719,5.91790604616139,26.1862020684687,42.4645694792313,0,10.7724484289296,0,5.68738627468356,0,0,14.2682630916719,0,0,5.91790604616139,32.4762287978039,19.5363836865614,42.4645694792313,0,0,22.3670144329647,14.7905145116064,4.79453718407182,0,0,0,37.2555725419987,42.1676474346308,25.8248874034,0,0,6.29002672933521,5.90717972935151,0,0,19,0,0,0,0,0,0,1,0,3,0,23,12,1,0,6,5,0,8,7,4,1,1,0,0,4,6,3,0,7,3,0,0,0,0,2,0,0,0,0,2,1,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.73443190221565
3018,2.8044,73.7787,113.648525738203,47.56,263.337,263.152143532,4,1,6,1,3,1,4,19,40,1,0,2,1,1,1,0,1,1,1,0,0,0.533333333333333,11.3017306616517,6.84608452244771,4.85836740596454,3.25669442941111,2.08263921323049,6.84608452244771,4.85836740596454,3.25669442941111,2.08263921323049,-1.39,14.0283268025112,7.26078311780036,4.65090266965459,5.31678860400633,25.4109703877126,14.2682630916719,5.91790604616139,26.1862020684687,30.3318353423081,0,0,0,5.68738627468356,0,0,14.2682630916719,0,0,5.91790604616139,32.4762287978039,18.5305525330322,30.3318353423081,0,0,11.5945660040351,14.7905145116064,4.79453718407182,0,0,0,25.1228384050755,31.3951990057013,11.605292320845,13.2137639290258,0,6.29002672933521,5.90717972935151,0,0,15,0,0,0,0,0,0,1,0,1,2,19,8,1,0,8,3,0,6,7,4,1,1,0,0,2,4,2,0,9,2,0,0,0,1,1,0,0,0,0,0,0,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.81774383301395
3019,3.8984,90.1942,136.02954373954,55.4,311.381,311.152143532,4,1,7,1,3,1,4,23,44,1,0,2,2,0,0,0,0,0,2,0,0,0.263157894736842,13.1969181760371,7.74668846958483,5.4004968642533,3.51303272357646,2.12999424020103,7.74668846958483,5.4004968642533,3.51303272357646,2.12999424020103,-2.62,16.7454307418612,8.73329035232299,5.5834113890753,5.31678860400633,18.4833669818163,9.53140013787187,5.91790604616139,30.1233691213115,60.6636706846161,0,0,0,5.68738627468356,0,0,14.3259373219437,0,0,5.91790604616139,19.7653804455426,11.9236705685192,66.2271221763131,0,0,17.5638712919869,10.0536515578064,4.79453718407182,4.79453718407182,0,0,43.3219396104603,37.1071115196985,11.605292320845,12.1703334562099,0,0,5.90717972935151,0,5.96930528795185,19,0,0,0,0,0,0,1,0,3,0,23,10,2,0,6,6,0,7,7,4,1,1,0,0,3,5,3,0,10,2,0,0,0,0,2,0,0,0,0,0,0,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.48712520205989
3020,3.73528,72.9337,108.819846114187,52.89,244.338,244.15756326,3,1,7,1,2,1,3,18,38,1,0,1,1,0,0,0,0,0,1,0,0,0.466666666666667,10.8550974070343,6.46624163034645,4.51377293356923,2.91462750034297,1.74939667496864,6.46624163034645,4.51377293356923,2.91462750034297,1.74939667496864,-1.82,14.241804697157,8.29711343389719,5.49104673195533,5.31678860400633,5.90717972935151,4.79453718407182,17.2490189136922,39.0278453143207,30.3318353423081,0,0,0,5.68738627468356,0,0,4.79453718407182,5.26189155473849,0,5.91790604616139,39.0278453143207,5.31678860400633,30.3318353423081,0,6.06922131279227,11.5945660040351,5.31678860400633,4.79453718407182,0,5.26189155473849,0,37.9644816509275,24.9743773827752,18.026113943771,6.06922131279227,0,0,5.90717972935151,0,0,15,0,0,0,0,0,0,2,0,1,0,18,10,1,1,3,3,0,7,4,3,1,1,0,0,3,7,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.73443190221565
3021,4.88848,90.4397,131.501510645922,52.89,294.398,294.173213324,3,1,7,1,2,1,3,22,44,1,0,2,2,0,0,0,0,0,2,0,0,0.368421052631579,13.0097979454136,7.8709421687257,5.70967734699305,3.89030404625914,2.49498650879787,7.8709421687257,5.70967734699305,3.89030404625914,2.49498650879787,-2.34,16.0378503948593,8.18790410655927,4.59524141735313,5.31678860400633,5.90717972935151,4.79453718407182,17.2490189136922,39.0278453143207,42.4645694792313,0,10.7724484289296,0,5.68738627468356,0,0,4.79453718407182,5.26189155473849,0,5.91790604616139,39.0278453143207,5.31678860400633,42.4645694792313,0,6.06922131279227,22.3670144329647,5.31678860400633,4.79453718407182,0,5.26189155473849,0,50.0972157878507,35.7468258117048,18.026113943771,6.06922131279227,0,0,5.90717972935151,0,0,19,0,0,0,0,0,0,2,0,1,0,22,10,1,1,6,5,0,7,4,3,1,1,0,0,3,7,2,0,7,3,0,0,0,0,2,0,0,0,0,2,1,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.73443190221565
3022,3.7277,99.8957,152.561407355544,66.48,350.418,350.163042564,5,1,7,1,3,3,5,26,48,1,0,3,2,0,1,0,0,1,2,0,0,0.285714285714286,14.773888283534,8.88812136317348,6.55963253340902,4.63595338797161,3.08069914744412,8.88812136317348,6.55963253340902,4.63595338797161,3.08069914744412,-2.95,17.8596382086127,7.95310561028569,3.82262414439158,5.31678860400633,29.1662053248176,4.79453718407182,5.91790604616139,46.9021794200063,54.5973036161545,0,0,0,5.68738627468356,0,0,14.3836115522155,0,4.89990973085048,5.91790604616139,26.1862020684687,11.8615450099189,65.7242065995485,0,0,23.4089254627381,5.31678860400633,19.2835212830659,0,0,0,43.6763941649247,37.1071115196985,18.1500487267575,11.126902983394,0,0,5.90717972935151,11.814359458703,0,21,0,0,0,0,0,0,1,1,3,0,26,9,3,0,10,6,0,7,8,5,1,1,0,0,4,5,2,0,9,6,0,0,0,1,2,0,0,0,0,2,1,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.73443190221565
3023,5.0864,100.0247,142.855272849334,34.03,320.436,320.188863388,3,1,7,1,2,1,3,24,48,1,0,3,3,0,0,1,0,0,2,0,0,0.285714285714286,14.1120922409855,8.63647363263494,6.32005356170176,4.45528694423689,2.98629838820206,8.63647363263494,6.32005356170176,4.45528694423689,2.98629838820206,-2.55,16.3127893126509,7.82152115175121,4.04646040144786,5.31678860400633,10.4742793771429,11.3392935899844,5.91790604616139,26.1862020684687,66.8605142562292,0,10.9029249320811,0,5.68738627468356,0,0,4.79453718407182,0,4.56709964779135,5.91790604616139,32.7309584743812,5.31678860400633,66.8605142562292,0,0,22.4974909361161,9.88388825179769,4.79453718407182,0,0,0,49.7427612333863,42.4933357341633,29.8635930159869,0,0,0,5.90717972935151,0,0,21,0,0,0,0,0,0,1,1,1,0,24,9,1,0,8,8,0,7,4,3,1,1,0,0,2,5,2,0,11,4,0,0,0,1,2,0,0,0,0,2,1,10.591,172.748999999999,249.618123309152,43.18,558.851,558.418528968,4,0,16,0,4,0,4,41,95,2,0,4,2,0,2,0,0,2,2,0,0,0.621621621621622,26.6244083764417,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,16.4988163864665,12.8678309558171,9.20321382296788,6.62081759170062,-2.62,31.3186181569118,14.0308602817415,6.73024962657995,0,22.9975923106826,9.4737259076001,5.41499046939678,141.802867314946,70.6484801498874,0,0,0,0,0,0,9.4737259076001,0,0,15.3997999346681,141.878065953519,0,71.7905736680101,0,0,11.7954906887152,9.4737259076001,0,9.98480946527134,0,0,114.041905975083,76.3409503661833,0,0,28.7007737496601,11.7954906887152,0,0,0,37,0,0,0,0,0,0,0,2,0,2,41,22,0,0,14,8,0,16,6,4,0,0,0,0,6,12,0,1,14,6,2,0,0,2,2,0,0,0,0,0,0,263.15,1.81774383301395
