P__Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind, Dipole X, Dipole Y, Dipole Z, Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV)
P_2010,1757.78941,943.83668,10.51,6.63,12.925,8.957,7.757,0.144064,0.315702,0.03287,3.167549,0.100004,4.901,1.0261,-1.6303,5.266,-0.235193,-6.399936,-0.05244,-1.426952,0.182754,4.972985
P_2011,1900.90541,1049.98124,11.402,6.901,13.147,8.183,8.446,0.159304,0.330809,0.038357,3.022897,0.06563,4.5069,2.3607,2.1355,5.5178,-0.269568,-7.335331,-0.046997,-1.278848,0.222572,6.056484
P_2012,2477.3489,1350.11804,16.906,9.653,19.193,9.307,7.331,0.151582,0.293445,0.03915,3.40779,0.087551,1.1159,6.1632,-3.5819,7.2153,-0.247646,-6.738793,-0.050308,-1.368963,0.197338,5.36983
P_2013,2354.55523,1275.3595,15.751,9.236,18.393,8.315,7.869,0.147574,0.305974,0.035588,3.268257,0.087861,-4.4826,0.263,-0.4136,4.5093,-0.247336,-6.730368,-0.053091,-1.444693,0.194245,5.285675
P_2014,1939.12983,1028.01828,10.541,6.471,12.313,8.412,7.661,0.145971,0.334657,0.031835,2.988135,0.08217,-3.9387,-2.237,3.042,5.4563,-0.253028,-6.885253,-0.033371,-0.908062,0.219658,5.97719
P_2015,1857.71434,1036.59094,12.573,7.487,14.85,8.127,6.742,0.148208,0.32358,0.033941,3.090424,0.08148,-0.9845,-1.7121,-5.1368,5.5034,-0.253718,-6.904012,-0.0497,-1.352413,0.204017,5.551598
P_2016,1978.52529,1023.95395,10.445,6.422,12.608,8.726,7.602,0.141976,0.337068,0.029901,2.96676,0.079173,2.7439,-0.5792,-2.0936,3.4997,-0.256026,-6.966813,-0.029563,-0.804457,0.226462,6.162356
P_2017,2017.00262,1046.71314,9.193,5.797,10.983,10.37,7.563,0.162484,0.318253,0.041478,3.142157,0.073419,-3.7782,-3.9878,-3.0912,6.3034,-0.261777,-7.123326,-0.062846,-1.710126,0.198931,5.4132
P_2018,1843.57559,966.13349,9.745,6.208,12.292,9.203,7.202,0.144322,0.35681,0.029188,2.802611,0.082021,2.9504,0.7291,-2.8742,4.183,-0.253176,-6.889271,-0.032746,-0.891053,0.22043,5.998219
P_2019,1790.40507,1010.96573,11.452,6.926,13.609,9.026,6.206,0.158903,0.358155,0.03525,2.792089,0.07028,4.0447,3.5741,-1.607,5.6317,-0.264917,-7.208757,-0.048444,-1.318237,0.216473,5.89052
P_2020,2157.43423,1090.39025,10.421,6.586,13.13,9.127,7.486,0.142963,0.322298,0.031708,3.102721,0.090028,-4.4823,1.7623,-0.8236,4.8861,-0.245169,-6.671395,-0.046195,-1.257016,0.198975,5.414379
P_2021,1973.20838,1024.60801,9.224,5.812,11.296,10.056,6.938,0.160632,0.289603,0.044548,3.453001,0.092485,0.0432,-4.5674,1.83,4.9206,-0.242712,-6.604529,-0.081517,-2.218194,0.161195,4.386335
P_2022,2107.23172,1105.90723,10.087,6.419,11.939,11.382,6.901,0.164387,0.286688,0.04713,3.488117,0.090389,-3.8946,-5.5828,-0.4108,6.8194,-0.244808,-6.661552,-0.087038,-2.368431,0.157769,4.293121
P_2023,2355.20316,1179.07294,9.812,6.106,12.269,10.927,7.389,0.159566,0.285891,0.04453,3.497835,0.092445,-3.0237,3.3905,-2.1251,5.0154,-0.242752,-6.605616,-0.081438,-2.216048,0.161314,4.389567
P_2024,2101.12546,1142.15451,13.97,8.185,16.69,7.593,7.256,0.165848,0.29071,0.047308,3.439856,0.077724,-2.0758,1.6796,-0.6714,2.7533,-0.257473,-7.006203,-0.086256,-2.347154,0.171217,4.65905
P_2025,2382.51912,1215.84049,11.187,6.953,13.854,10.829,7.361,0.152168,0.269841,0.042905,3.705889,0.105134,-3.3007,2.7957,-2.2588,4.8799,-0.230062,-6.260295,-0.081694,-2.222998,0.148368,4.037297
P_2026,1877.47972,1027.33029,13.162,7.916,15.758,7.529,6.766,0.165175,0.291696,0.046766,3.428228,0.083154,-2.5872,1.7498,-2.0204,3.7198,-0.252042,-6.858411,-0.086527,-2.354526,0.165515,4.503885
P_2027,1969.67145,1071.83962,13.557,8.253,16.425,7.536,6.775,0.165068,0.288891,0.047159,3.46151,0.082779,-3.0481,1.7456,-2.0039,4.044,-0.252419,-6.868681,-0.087521,-2.381558,0.164899,4.487122
P_2028,2007.49832,1045.31336,10.102,6.426,10.934,12.795,6.882,0.168973,0.286996,0.049743,3.484366,0.086771,-1.4399,-5.7007,-0.4936,5.9005,-0.248428,-6.760063,-0.0914,-2.487114,0.157028,4.27295
P_2029,2041.52164,1111.77356,15.097,8.749,17.428,7.524,6.753,0.152495,0.273371,0.042533,3.658037,0.109171,-0.0791,2.695,-2.3542,3.5793,-0.226025,-6.150453,-0.082763,-2.252104,0.143262,3.89835
P_2030,2583.5036,1339.45219,13.504,7.952,16.114,10.946,7.359,0.162218,0.273751,0.048063,3.652952,0.091558,2.9782,4.828,2.2996,6.1211,-0.243638,-6.629733,-0.084056,-2.287288,0.159582,4.342445
P_2031,2446.28542,1280.20204,13.043,7.881,15.68,10.942,7.398,0.158184,0.270289,0.046288,3.699745,0.095684,3.6423,4.8678,2.1579,6.4512,-0.239513,-6.51748,-0.082766,-2.252175,0.156747,4.265306
P_2032,2057.30778,1075.46418,10.096,6.423,11.075,12.76,6.922,0.177712,0.301587,0.052359,3.315795,0.065239,-1.5866,-5.1794,-0.5278,5.4426,-0.269958,-7.345927,-0.092839,-2.526266,0.177119,4.819661
P_2033,1980.08498,1015.10581,10.044,6.397,12.696,9.479,7.751,0.166633,0.28802,0.048202,3.471981,0.089481,6.531,2.296,-0.271,6.9281,-0.245716,-6.686281,-0.088389,-2.405191,0.157327,4.28109
P_2034,1877.53949,1027.2136,12.929,7.664,15.291,7.724,6.651,0.166488,0.294098,0.047124,3.400227,0.081032,-2.0957,0.7395,-1.9483,2.9555,-0.254164,-6.916167,-0.08662,-2.35706,0.167544,4.559108
P_2035,1968.2282,1003.85088,10.037,6.393,12.777,9.357,6.827,0.170129,0.293705,0.049273,3.404778,0.0819,5.1083,1.1965,0.9175,5.3262,-0.253298,-6.892592,-0.089125,-2.425206,0.164173,4.467386
P_2036,2010.7133,1091.51856,12.931,7.665,15.379,8.977,6.805,0.165461,0.2898,0.047235,3.45065,0.084258,-2.7803,2.5785,-2.2174,4.3927,-0.250941,-6.828447,-0.087435,-2.379235,0.163506,4.449213
P_2037,2868.44957,1363.52352,10.613,6.506,12.923,9.987,9.48,0.15689,0.273803,0.044949,3.652265,0.098823,1.1283,-3.5707,-3.5742,5.1767,-0.236373,-6.432043,-0.083727,-2.278314,0.152647,4.153729
P_2038,1875.95692,994.41323,10.193,6.472,12.566,9.479,7.163,0.169717,0.293414,0.049084,3.408159,0.083633,-6.6449,3.655,1.2355,7.6837,-0.251562,-6.845358,-0.089831,-2.444413,0.161732,4.400945
P_2039,1959.78889,1046.23309,12.967,7.683,15.246,7.791,6.819,0.164208,0.295289,0.045657,3.386508,0.080645,-0.4863,2.5283,-2.303,3.4544,-0.254553,-6.926734,-0.083388,-2.269102,0.171165,4.657632
P_2040,1999.50193,1023.72371,9.88,6.465,12.842,9.352,6.972,0.164126,0.29022,0.046408,3.445657,0.086432,-1.9944,-4.4673,-0.9649,4.9866,-0.248768,-6.769311,-0.08471,-2.305085,0.164057,4.464226
P_2041,1977.34141,1061.94787,12.954,7.677,15.32,8.156,6.61,0.162733,0.288475,0.0459,3.46651,0.087533,-1.4355,2.4484,-2.074,3.5152,-0.247664,-6.739291,-0.085399,-2.323832,0.162265,4.415459
P_2042,1792.00516,934.91371,8.802,5.601,11.456,9.057,6.93,0.160967,0.287298,0.045093,3.480708,0.098006,-1.7661,-3.9436,-1.0179,4.4393,-0.237191,-6.454291,-0.083671,-2.276808,0.15352,4.177482
P_2043,1916.77222,970.33169,9.512,5.956,11.31,9.636,7.359,0.170072,0.301058,0.048038,3.321616,0.073975,-0.1296,-4.229,-3.1533,5.2768,-0.261223,-7.108233,-0.083274,-2.265991,0.177949,4.842242
P_2044,2513.52357,1364.49499,18.597,10.498,20.916,7.617,6.968,0.159648,0.270886,0.047044,3.691591,0.094209,0.729,0.2609,-2.9907,3.0893,-0.240987,-6.557597,-0.083383,-2.268979,0.157604,4.288618
P_2045,2379.86488,1245.43935,11.173,6.946,13.626,10.963,7.107,0.162773,0.280098,0.047296,3.570182,0.09178,2.0619,5.5418,2.158,6.2944,-0.243417,-6.623713,-0.084645,-2.303305,0.158772,4.320408
P_2046,1965.18517,1002.31377,9.399,5.9,11.373,9.472,8.166,0.164135,0.294812,0.045691,3.391992,0.083986,-1.4794,3.6709,2.3214,4.5884,-0.251212,-6.835831,-0.081793,-2.2257,0.169419,4.610132
P_2047,1891.12736,1017.72596,11.328,6.864,13.513,8.81,7.189,0.163658,0.281867,0.047512,3.547779,0.093434,-4.3783,-4.5609,0.7346,6.3648,-0.241764,-6.578742,-0.088986,-2.421442,0.152778,4.1573
P_2048,2011.7726,1063.22786,13.109,7.755,15.474,8.42,7.71,0.16374,0.28825,0.046506,3.46921,0.087613,-1.5834,-2.8761,-2.1115,3.9036,-0.247585,-6.737132,-0.085763,-2.333719,0.161822,4.403413
P_2049,2044.23508,1090.7097,10.463,6.432,12.647,11.439,6.229,0.175994,0.292478,0.052951,3.419062,0.072706,-4.5522,-6.7395,-1.0637,8.2021,-0.262491,-7.142756,-0.092638,-2.520796,0.169854,4.62196
P_2050,1891.06398,1045.14718,13.364,7.882,15.725,8.029,6.772,0.168369,0.315915,0.044867,3.16541,0.068223,0.1789,-1.5245,0.4882,1.6108,-0.266975,-7.264748,-0.078506,-2.13625,0.188469,5.128497
P_2051,1823.76169,1006.86884,10.691,6.546,12.887,8.96,7.255,0.180371,0.314388,0.051741,3.180778,0.058448,-5.4895,3.5465,-1.0774,6.6237,-0.276748,-7.530702,-0.090809,-2.47104,0.185939,5.059663
P_2052,2198.69752,1093.63643,10.327,6.538,12.678,8.52,8.035,0.162768,0.290357,0.045622,3.444041,0.08656,3.7011,-0.9204,-3.1129,4.923,-0.248637,-6.765763,-0.081952,-2.230038,0.166685,4.535725
P_2053,2344.03586,1255.25406,16.238,9.319,18.539,9.067,7.175,0.101657,0.318862,0.016205,3.136158,0.133654,2.0881,0.5732,0.6802,2.2697,-0.201542,-5.484244,0.010325,0.280963,0.211867,5.765207
P_2054,2428.94097,1318.09371,15.399,8.9,17.611,10.53,6.512,0.128804,0.319506,0.025963,3.129834,0.106027,4.9822,1.796,1.4592,5.4934,-0.229171,-6.236057,-0.033065,-0.899739,0.196106,5.336318
P_2055,2325.5298,1259.87544,15.954,9.177,18.352,9.281,6.588,0.120546,0.358811,0.020249,2.786984,0.093845,1.5174,2.2226,1.9737,3.3373,-0.241349,-6.567447,0.002244,0.06106,0.243593,6.628507
P_2056,2639.20272,1365.09067,13.848,8.124,15.879,9.836,7.078,0.143367,0.32134,0.031982,3.111966,0.089405,-0.5735,2.4923,1.3452,2.8897,-0.245793,-6.688373,-0.045302,-1.232717,0.200492,5.455655
P_2057,2243.00695,1205.45611,14.563,8.481,16.666,9.446,7.025,0.136293,0.305952,0.030358,3.26849,0.100922,0.2042,-1.085,2.151,2.4178,-0.234273,-6.374896,-0.050871,-1.384272,0.183402,4.990624
P_2058,2174.66308,1156.41795,9.749,6.209,11.741,10.73,7.634,0.135967,0.324371,0.028497,3.082887,0.093395,-3.4073,0.1917,1.6061,3.7717,-0.241803,-6.579786,-0.04052,-1.102618,0.201282,5.477167
P_2059,3265.23349,1712.49331,17.955,10.177,20.35,11.363,7.753,0.119664,0.3226,0.022194,3.099816,0.099598,-4.0473,-0.5197,-1.9385,4.5175,-0.235601,-6.411026,-0.001891,-0.051453,0.23371,6.359572
P_2060,3097.21792,1673.5454,21.213,11.807,23.479,9.754,7.568,0.127422,0.29481,0.027537,3.392015,0.108179,1.6843,3.8442,1.3952,4.4228,-0.227019,-6.177506,-0.037069,-1.008698,0.18995,5.168808
P_2061,2429.92736,1265.45765,12.921,7.661,15.168,10.198,7.604,0.133262,0.293077,0.030297,3.412071,0.108932,-0.0288,-2.8805,0.1311,2.8836,-0.226264,-6.156945,-0.053402,-1.45314,0.172862,4.703805
P_2062,1806.81774,985.52295,9.534,6.242,12.171,10.164,6.795,0.125389,0.376216,0.020896,2.658048,0.090972,-2.1293,-0.2296,-0.9861,2.3577,-0.244225,-6.64571,-0.002804,-0.076302,0.241421,6.569408
P_2063,3229.5711,1708.04251,22.752,12.851,25.623,8.619,7.041,0.121182,0.317748,0.023108,3.147147,0.097943,-0.9767,0.0566,-2.5,2.6846,-0.237254,-6.456022,-0.01113,-0.302867,0.226124,6.153154
P_2064,3027.97783,1558.92543,14.286,8.668,17.138,11.694,7.082,0.13477,0.302898,0.029982,3.301442,0.104123,-1.6959,1.6927,0.233,2.4074,-0.231074,-6.287839,-0.048485,-1.319338,0.182589,4.9685
P_2065,2741.20518,1439.50985,18.896,10.648,21.17,9.666,7.282,0.130051,0.279623,0.030243,3.576245,0.119573,2.5597,-4.3798,-0.9066,5.1533,-0.215624,-5.867435,-0.049853,-1.356572,0.165771,4.510862
P_2066,1301.26662,748.70836,9.501,5.951,11.703,6.828,6.197,0.113449,0.39154,0.016436,2.554016,0.098951,-0.1583,-1.3949,0.5992,1.5264,-0.236247,-6.428607,0.006937,0.18876,0.243184,6.617367
P_2067,2006.61941,1067.14533,13.127,7.763,15.294,7.884,7.236,0.109931,0.360371,0.016767,2.774915,0.105442,-2.5154,-0.5507,0.0229,2.5751,-0.229745,-6.251674,0.000322,0.008765,0.230067,6.260439
P_2068,1428.19943,793.93806,8.324,5.497,10.596,8.316,6.974,0.119708,0.387689,0.018481,2.579389,0.095101,-1.1435,0.9641,0.1121,1.4999,-0.240096,-6.533344,0.001579,0.042979,0.241675,6.576323
P_2069,1557.90683,849.36621,7.876,5.138,9.583,9.051,7.15,0.120689,0.38504,0.018915,2.597134,0.093851,1.0244,-0.1011,-1.3858,1.7263,-0.241347,-6.567382,0.00024,0.006539,0.241587,6.573921
P_2070,1687.9191,951.42436,12.755,7.577,15.133,7.246,6.75,0.114728,0.388373,0.016946,2.574844,0.096391,0.9787,-0.9108,-0.2873,1.3675,-0.238805,-6.498206,0.004446,0.120983,0.243251,6.61919
P_2071,1943.63865,1070.71574,12.742,7.571,15.016,8.603,6.983,0.117289,0.386371,0.017802,2.588185,0.096499,0.2855,-1.289,-0.0957,1.3237,-0.238698,-6.495309,0.003279,0.089214,0.241977,6.584522
P_2072,1970.36711,1058.93688,11.934,7.167,14.129,9.038,6.904,0.117874,0.344771,0.02015,2.900475,0.09751,-0.625,-1.0504,-0.3307,1.2662,-0.237688,-6.467832,0.00184,0.050063,0.239528,6.517895
P_2073,2228.66116,1195.78144,13.619,8.01,15.875,9.533,6.847,0.114025,0.338586,0.0192,2.953463,0.105714,-1.432,1.517,0.4396,2.1319,-0.229484,-6.244579,0.002031,0.055261,0.231515,6.29984
P_2074,2160.06627,1168.94073,14.152,8.276,16.023,7.837,7.492,0.109165,0.324162,0.018381,3.084882,0.124286,0.5783,-1.037,-0.3982,1.2523,-0.210911,-5.739191,0.002984,0.08121,0.213896,5.820402
P_2075,2651.54337,1412.54644,18.11,10.58,21.081,8.43,6.85,0.117385,0.275227,0.025033,3.633365,0.138355,0.8184,1.1314,0.5836,1.5134,-0.196841,-5.356329,-0.029384,-0.799568,0.167458,4.55676
P_2076,3502.80491,1831.96018,20.978,11.689,23.081,11.858,8.478,0.128196,0.287459,0.028585,3.478754,0.107178,0.9468,5.9207,0.1434,5.9976,-0.22802,-6.204751,-0.038241,-1.040584,0.18978,5.164168
P_2077,1856.99622,982.96332,10.319,6.36,12.417,9.532,6.257,0.113735,0.385982,0.016757,2.590794,0.100223,-0.2906,0.4989,1.3882,1.5035,-0.234975,-6.394003,0.007447,0.202649,0.242423,6.596652
P_2078,1981.06647,1043.72149,11.511,6.956,13.613,8.492,6.759,0.116481,0.381715,0.017772,2.619759,0.0951,0.5979,-1.1408,0.1902,1.3019,-0.240098,-6.533394,0.001942,0.05285,0.24204,6.586243
P_2079,3728.93892,1961.74187,14.819,8.609,16.896,13.548,7.096,0.126076,0.324025,0.024527,3.08618,0.108074,-2.012,3.1323,-3.4155,5.0522,-0.227124,-6.180352,-0.024292,-0.66103,0.202831,5.519322
P_2080,3503.04836,1824.01106,22.906,12.653,25.08,10.26,7.494,0.124663,0.283664,0.027393,3.525304,0.109928,-2.9406,-3.0709,1.967,4.6847,-0.22527,-6.129917,-0.037673,-1.025128,0.187598,5.104789
P_2081,2557.18538,1391.98645,18.65,10.525,21.017,9.072,6.955,0.111306,0.27846,0.022246,3.591181,0.130634,-0.551,-0.2146,0.9824,1.1466,-0.204564,-5.56648,-0.028575,-0.777573,0.175989,4.788907
P_2082,2485.94359,1320.24502,15.143,8.771,17.397,8.613,8.177,0.0508,0.403659,0.003197,2.477337,0.13129,-0.1921,0.4843,-0.5444,0.7535,-0.203908,-5.548618,-0.028053,-0.763361,0.175855,4.785257
P_2083,2910.64724,1574.21995,17.71,10.055,20.024,11.908,7.179,0.116568,0.280021,0.024262,3.571162,0.137916,-2.8346,1.857,2.4779,4.198,-0.197282,-5.368306,-0.029451,-0.801403,0.167831,4.566903
P_2084,2787.4684,1490.4267,15.025,8.873,17.272,11.832,6.971,0.104362,0.316216,0.017221,3.162398,0.135548,0.7236,0.8884,0.3446,1.1965,-0.199647,-5.43268,-0.079159,-2.154031,0.120488,3.278649
P_2085,3165.81735,1596.62239,18.785,10.592,21.179,10.46,7.174,0.117834,0.297661,0.023323,3.359525,0.128625,-0.872,-0.9027,0.1759,1.2673,-0.206573,-5.621124,-0.03033,-0.825308,0.176243,4.795816
P_2086,3172.07984,1664.0055,20.594,11.497,22.767,8.856,7.936,0.111036,0.286517,0.021515,3.490195,0.135684,-0.0105,2.6146,0.6436,2.6927,-0.199512,-5.428997,-0.031794,-0.865147,0.167718,4.56385
P_2087,3042.2767,1587.92769,18.103,10.252,20.435,10.684,8.481,0.112992,0.294063,0.021708,3.400636,0.130312,0.1946,1.0067,1.7086,1.9927,-0.204885,-5.575193,-0.030214,-0.822167,0.174671,4.753027
P_2088,2897.87715,1522.41349,20.445,11.422,22.589,8.062,7.796,0.092464,0.325837,0.013119,3.069021,0.138401,-1.5467,-0.7753,1.0189,2.0078,-0.196795,-5.355057,0.002314,0.062978,0.199109,5.418036
P_2089,3202.68807,1680.87027,21.529,11.965,23.921,8.898,7.662,0.115551,0.275514,0.024231,3.629583,0.137851,-0.417,-0.5731,-1.0901,1.3003,-0.197345,-5.370019,-0.029841,-0.812015,0.167504,4.558004
P_2090,2809.31774,1499.79055,20.053,11.227,22.348,7.676,7.086,0.111666,0.290404,0.021469,3.443482,0.136782,-0.588,1.9454,2.1918,2.989,-0.198412,-5.399076,-0.030703,-0.835483,0.167709,4.563594
P_2091,3257.76355,1671.15168,16.254,9.327,18.154,12.229,8.61,0.127172,0.274399,0.029469,3.644322,0.128569,2.0799,3.6688,-2.5253,4.9156,-0.206628,-5.622643,-0.031731,-0.863438,0.174898,4.759205
P_2092,3620.30243,1783.56511,12.786,7.593,14.521,13.498,8.69,0.119907,0.271595,0.026469,3.681948,0.130757,1.6981,-4.7278,-3.456,6.0975,-0.20444,-5.563097,-0.036635,-0.996898,0.167805,4.566198
P_2093,2543.30606,1410.79598,20.678,11.539,23.067,9.167,6.197,0.116341,0.290316,0.023311,3.444526,0.136158,0.0425,0.5186,-0.2691,0.5858,-0.199034,-5.415987,-0.031455,-0.855942,0.167579,4.560045
P_2094,3508.65098,1637.96904,13.938,8.169,16.23,10.15,9.146,0.118416,0.322405,0.021746,3.101688,0.115446,1.148,-1.5906,-2.9228,3.5201,-0.219753,-5.979785,-0.012307,-0.334899,0.207446,5.644886
P_2095,4309.97388,1930.59901,14.34,8.37,16.623,13.219,10.621,0.118165,0.262177,0.026629,3.814218,0.137093,-2.5918,0.1346,-3.3695,4.2532,-0.198101,-5.390591,-0.037679,-1.025302,0.160421,4.365288
P_2096,3884.8505,2038.92907,21.25,11.96,23.776,13.692,9.614,0.131969,0.282545,0.03082,3.539256,0.106281,6.0489,-0.4546,-0.2452,6.0709,-0.228922,-6.229284,-0.041234,-1.122033,0.187688,5.10725
P_2097,2607.49376,1372.61667,17.872,10.136,20.081,8.563,7.203,0.108466,0.276054,0.021309,3.622477,0.137288,0.642,0.1971,0.4256,0.7951,-0.197909,-5.385385,-0.029185,-0.79417,0.168724,4.591216
P_2098,2562.47204,1378.95892,19.463,10.932,21.784,8.353,7.209,0.12954,0.272419,0.030799,3.670817,0.130229,0.1203,-1.2509,0.6219,1.4021,-0.204968,-5.577449,-0.043118,-1.173293,0.16185,4.404157
P_2099,2017.35609,1034.11455,10.72,6.56,12.894,9.35,8.01,0.111018,0.333715,0.018466,2.996571,0.119615,0.0753,2.7406,0.836,2.8663,-0.215582,-5.866272,0.00152,0.041367,0.217102,5.907639
P_2100,2058.06687,1010.62038,8.271,5.47,10.91,9.244,8.469,0.131629,0.330909,0.02618,3.021981,0.099555,0.8729,0.5109,2.1256,2.354,-0.235643,-6.412171,-0.028598,-0.778182,0.207045,5.633989
P_2101,1871.15512,968.64289,7.885,5.277,10.524,9.255,7.142,0.116691,0.339234,0.02007,2.94782,0.107523,-1.2332,-0.8659,-1.2385,1.9505,-0.227674,-6.195337,-0.006426,-0.174862,0.221248,6.020474
P_2102,4163.2304,2089.77754,14.239,8.319,15.263,14.105,9.931,0.125598,0.240678,0.032772,4.154933,0.137119,1.1273,-2.5637,1.9737,3.4262,-0.198081,-5.390052,-0.057671,-1.569308,0.14041,3.820743
P_2103,2674.06867,1316.2721,11.318,6.859,13.415,9.168,7.96,0.128989,0.366709,0.022686,2.726961,0.08543,0.7871,1.2334,-2.5348,2.9267,-0.249767,-6.796505,-0.010593,-0.288246,0.239174,6.508258
P_2104,3612.7181,1878.94889,19.195,10.797,21.562,12.956,8.129,0.129407,0.284699,0.02941,3.512478,0.110031,0.336,2.942,4.1156,5.0701,-0.225166,-6.127073,-0.03859,-1.050086,0.186576,5.076987
P_2105,3788.18561,1960.08846,17.929,10.165,20.531,13.312,9.964,0.06427,0.383538,0.005385,2.607306,0.132285,1.2678,2.6172,-4.2678,5.1644,-0.202912,-5.521506,-0.044032,-1.198164,0.15888,4.323342
P_2106,2368.3413,1200.93138,10.076,6.238,12.295,11.647,7.794,0.140404,0.320743,0.03073,3.117762,0.088064,-3.1426,-3.764,1.3392,5.083,-0.247134,-6.724854,-0.043264,-1.177285,0.203869,5.547569
P_2107,2203.48299,1208.79957,11.65,7.2,13.813,12.842,6.794,0.147294,0.32848,0.033024,3.044325,0.082714,2.7497,3.6208,-1.6685,4.843,-0.252484,-6.870437,-0.049553,-1.348419,0.20293,5.522018
P_2108,2545.62602,1260.14179,11.835,7.118,14.147,10.417,8.397,0.137692,0.310245,0.030555,3.223263,0.0985,-5.364,-1.1314,-3.0921,6.2939,-0.236698,-6.440882,-0.043924,-1.195238,0.192774,5.245644
P_2109,2146.88202,1145.7857,10.048,6.224,12.122,11.166,7.517,0.148459,0.329648,0.03343,3.033541,0.081243,0.3845,-4.2898,2.1723,4.8238,-0.253959,-6.910579,-0.048923,-1.331274,0.205036,5.579304
P_2110,2278.05216,1206.74209,12.459,7.604,15.2,10.103,6.803,0.148139,0.334165,0.032836,2.992531,0.076994,-5.9874,-0.2377,2.8771,6.647,-0.258204,-7.02608,-0.046817,-1.273958,0.211387,5.752122
P_2111,3162.94643,1659.99404,18.056,10.228,20.437,11.652,7.313,0.143839,0.302014,0.034253,3.31111,0.084481,1.0099,-5.6544,0.7924,5.7983,-0.250717,-6.822366,-0.052288,-1.422821,0.19843,5.399545
P_2112,2183.2882,1153.25412,10.902,6.826,13.265,11.644,6.995,0.151714,0.333014,0.034559,3.002873,0.076263,-3.6141,2.4107,-3.2408,5.4199,-0.258934,-7.045947,-0.050968,-1.386903,0.207966,5.659043
P_2113,2365.49091,1231.43485,12.784,7.767,15.323,9.672,6.923,0.146584,0.315017,0.034105,3.174434,0.090873,4.7073,-1.1317,1.397,5.0389,-0.244325,-6.648418,-0.050949,-1.386391,0.193376,5.262027
P_2114,3128.64643,1589.2868,12.677,7.538,14.863,14.247,8.765,0.146033,0.310532,0.034337,3.220282,0.087171,5.738,-1.4265,2.4536,6.4015,-0.248027,-6.749146,-0.050712,-1.379948,0.197314,5.369197
P_2115,2707.62573,1383.86909,13.691,8.221,16.407,12.284,7.251,0.119678,0.274947,0.026046,3.637065,0.139323,-6.257,-1.8984,3.9953,7.6627,-0.195874,-5.329992,-0.042736,-1.162914,0.153137,4.167077
P_2116,2309.86431,1175.46657,12.448,7.599,15.073,9.254,7.338,0.142982,0.29685,0.034435,3.368706,0.105169,-3.8113,-1.3684,2.4248,4.72,-0.230029,-6.25941,-0.055956,-1.522634,0.174073,4.736776
P_2117,2226.98714,1193.4549,11.12,6.935,13.72,10.915,7.359,0.151421,0.331003,0.034634,3.021119,0.076921,3.6276,5.0668,0.0218,6.2315,-0.258276,-7.028054,-0.051892,-1.412063,0.206384,5.615991
P_2118,2338.61446,1227.45352,11.635,7.018,13.985,11.21,6.834,0.149034,0.313653,0.035407,3.188241,0.087918,-0.3576,-1.9487,5.4164,5.7674,-0.24728,-6.728824,-0.05763,-1.56818,0.18965,5.160644
P_2119,2314.16688,1235.63084,11.605,7.003,13.927,11.045,6.868,0.143966,0.333792,0.031047,2.995875,0.082283,4.3779,2.8324,3.9272,6.5277,-0.252915,-6.882166,-0.042447,-1.155038,0.210468,5.727128
P_2120,2399.22637,1295.05545,12.79,7.595,14.957,11.344,8.344,0.140342,0.324391,0.030358,3.082702,0.09289,-1.5339,-0.7606,0.2042,1.7243,-0.242311,-6.593606,-0.044043,-1.198481,0.198267,5.395125
P_2121,2277.30589,1227.46317,11.121,6.895,13.475,9.522,9.955,0.137338,0.334537,0.028191,2.98921,0.091686,3.7234,-2.2174,2.2756,4.8948,-0.243511,-6.626263,-0.036984,-1.006387,0.206527,5.619876
P_2122,2048.93854,1068.04302,10.179,6.425,12.789,10.634,7.37,0.128037,0.357681,0.022916,2.795787,0.092691,-4.0962,2.3298,-3.1998,5.6961,-0.242505,-6.598888,-0.018329,-0.498745,0.224176,6.100143
P_2123,2254.96976,1178.566,10.639,6.519,10.986,12.917,7.098,0.144108,0.343404,0.030237,2.912019,0.08283,-3.6556,-1.3892,2.9084,4.8736,-0.252366,-6.867242,-0.040122,-1.091784,0.212244,5.775457
P_2124,2243.19243,1200.35844,10.838,6.619,12.026,11.005,8.196,0.142205,0.35155,0.028762,2.844546,0.07897,-2.3028,3.964,-2.8868,5.4176,-0.256228,-6.972319,-0.035275,-0.959893,0.220953,6.012426
P_2125,2470.9441,1281.58163,12.488,7.444,13.822,11.311,7.146,0.139323,0.317439,0.030574,3.150214,0.093354,3.3892,3.1081,6.1154,7.6515,-0.241845,-6.580925,-0.043633,-1.187313,0.198212,5.393611
P_2126,2640.7996,1383.16148,11.165,6.918,13.501,11.539,9.827,0.143325,0.32527,0.031577,3.074372,0.083794,2.6252,2.7061,-1.0353,3.9098,-0.251403,-6.841024,-0.040275,-1.095925,0.211128,5.745098
P_2127,2410.5281,1256.56253,12.607,7.638,15.009,9.664,7.023,0.142924,0.329308,0.031015,3.036674,0.086102,5.1127,0.3024,-2.3048,5.6164,-0.249095,-6.778215,-0.038936,-1.059491,0.210159,5.718724
